wavelength;intensity;divided by 50
171,283;-64,12;-1,424888889
171,67;-64,12;-1,424888889
172,056;-64,12;-1,424888889
172,443;-80,69;-1,793111111
172,829;-86,39;-1,919777778
173,216;-113,83;-2,529555556
173,602;-126,26;-2,805777778
173,989;-108,14;-2,403111111
174,375;-104,51;-2,322444444
174,762;-68,78;-1,528444444
175,148;-72,4;-1,608888889
175,534;-28,9;-0,642222222
175,921;-11,3;-0,251111111
176,307;-50,14;-1,114222222
176,693;28,06;0,623555556
177,08;38,42;0,853777778
177,466;48,26;1,072444444
177,852;65,35;1,452222222
178,238;74,15;1,647777778
178,624;92,79;2,062
179,01;94,35;2,096666667
179,396;129,04;2,867555556
179,782;134,74;2,994222222
180,168;178,24;3,960888889
180,554;221,22;4,916
180,94;175,65;3,903333333
181,326;219,15;4,87
181,712;245,04;5,445333333
182,098;259,03;5,756222222
182,484;242,97;5,399333333
182,87;295,28;6,561777778
183,255;312,88;6,952888889
183,641;290,62;6,458222222
184,027;315,99;7,022
184,413;266,79;5,928666667
184,798;346,54;7,700888889
185,184;306,67;6,814888889
185,57;325,83;7,240666667
185,955;321,17;7,137111111
186,341;331,53;7,367333333
186,726;330,49;7,344222222
187,112;342,4;7,608888889
187,497;368,81;8,195777778
187,883;337,22;7,493777778
188,268;334,63;7,436222222
188,653;317,54;7,056444444
189,039;361,56;8,034666667
189,424;317,03;7,045111111
189,809;301,49;6,699777778
190,195;322,72;7,171555556
190,58;336,71;7,482444444
190,965;335,67;7,459333333
191,35;326,87;7,263777778
191,735;349,13;7,758444444
192,12;329,46;7,321333333
192,505;315,99;7,022
192,891;336,71;7,482444444
193,276;290,62;6,458222222
193,661;312,37;6,941555556
194,046;344,47;7,654888889
194,43;337,22;7,493777778
194,815;318,06;7,068
195,2;284,4;6,32
195,585;308,74;6,860888889
195,97;301,49;6,699777778
196,355;335,15;7,447777778
196,739;343,44;7,632
197,124;285,96;6,354666667
197,509;331,53;7,367333333
197,894;297,35;6,607777778
198,278;289,06;6,423555556
198,663;294,24;6,538666667
199,047;321,17;7,137111111
199,432;310,29;6,895333333
199,816;307,71;6,838
200,201;291,65;6,481111111
200,585;310,29;6,895333333
200,97;318,58;7,079555556
201,354;311,85;6,93
201,739;306,15;6,803333333
202,123;314,44;6,987555556
202,507;297,87;6,619333333
202,892;284,4;6,32
203,276;321,17;7,137111111
203,66;321,17;7,137111111
204,044;312,37;6,941555556
204,428;325,83;7,240666667
204,813;318,06;7,068
205,197;312,37;6,941555556
205,581;309,26;6,872444444
205,965;267,31;5,940222222
206,349;315,47;7,010444444
206,733;318,06;7,068
207,117;325,31;7,229111111
207,501;298,9;6,642222222
207,885;318,06;7,068
208,269;308,74;6,860888889
208,652;306,67;6,814888889
209,036;310,29;6,895333333
209,42;324,79;7,217555556
209,804;309,78;6,884
210,187;342,92;7,620444444
210,571;325,31;7,229111111
210,955;322,72;7,171555556
211,338;299,94;6,665333333
211,722;327,9;7,286666667
212,106;310,29;6,895333333
212,489;334,12;7,424888889
212,873;307,19;6,826444444
213,256;326,35;7,252222222
213,64;322,72;7,171555556
214,023;341,88;7,597333333
214,406;347,06;7,712444444
214,79;296,31;6,584666667
215,173;346,03;7,689555556
215,556;368,81;8,195777778
215,94;283,37;6,297111111
216,323;340,33;7,562888889
216,706;346,03;7,689555556
217,089;306,15;6,803333333
217,472;309,26;6,872444444
217,856;291,65;6,481111111
218,239;340,33;7,562888889
218,622;323,76;7,194666667
219,005;323,24;7,183111111
219,388;325,31;7,229111111
219,771;329,46;7,321333333
220,154;340,33;7,562888889
220,537;349,65;7,77
220,919;329,97;7,332666667
221,302;330,49;7,344222222
221,685;358,46;7,965777778
222,068;360,53;8,011777778
222,451;333,6;7,413333333
222,833;339,29;7,539777778
223,216;350,69;7,793111111
223,599;379,69;8,437555556
223,981;346,03;7,689555556
224,364;347,58;7,724
224,746;346,54;7,700888889
225,129;354,31;7,873555556
225,512;319,62;7,102666667
225,894;349,65;7,77
226,276;365,19;8,115333333
226,659;363,12;8,069333333
227,041;330,49;7,344222222
227,424;343,44;7,632
227,806;350,69;7,793111111
228,188;339,81;7,551333333
228,57;365,19;8,115333333
228,953;359,49;7,988666667
229,335;350,69;7,793111111
229,717;318,06;7,068
230,099;339,29;7,539777778
230,481;342,4;7,608888889
230,863;354,31;7,873555556
231,245;382,79;8,506444444
231,627;366,22;8,138222222
232,009;358,97;7,977111111
232,391;362,6;8,057777778
232,773;351,72;7,816
233,155;374,51;8,322444444
233,537;372,96;8,288
233,919;366,74;8,149777778
234,301;375,54;8,345333333
234,682;385,9;8,575555556
235,064;347,06;7,712444444
235,446;371,4;8,253333333
235,828;370,88;8,241777778
236,209;380,21;8,449111111
