wavelength;intensity;divided by 50
171,283;-91,63;-1,8326
171,67;-91,63;-1,8326
172,056;-91,63;-1,8326
172,443;-104,06;-2,0812
172,829;-89,04;-1,7808
173,216;-119,08;-2,3816
173,602;-94,74;-1,8948
173,989;-117,52;-2,3504
174,375;-69,36;-1,3872
174,762;-82,31;-1,6462
175,148;-58,49;-1,1698
175,534;-42,43;-0,8486
175,921;-19,13;-0,3826
176,307;-13,43;-0,2686
176,693;-3,59;-0,0718
177,08;16,6;0,332
177,466;39,91;0,7982
177,852;66,32;1,3264
178,238;79,78;1,5956
178,624;66,84;1,3368
179,01;120,18;2,4036
179,396;111,37;2,2274
179,782;155,39;3,1078
180,168;140,37;2,8074
180,554;217,02;4,3404
180,94;185,43;3,7086
181,326;216,5;4,33
181,712;251,19;5,0238
182,098;270,35;5,407
182,484;252,75;5,055
182,87;264,14;5,2828
183,255;261,03;5,2206
183,641;276,57;5,5314
184,027;301,43;6,0286
184,413;307,12;6,1424
184,798;307,64;6,1528
185,184;304,02;6,0804
185,57;298,32;5,9664
185,955;302,98;6,0596
186,341;279,16;5,5832
186,726;299,35;5,987
187,112;290,03;5,8006
187,497;327,32;6,5464
187,883;320,59;6,4118
188,268;292,1;5,842
188,653;308,16;6,1632
189,039;318,52;6,3704
189,424;338,71;6,7742
189,809;311,78;6,2356
190,195;299,35;5,987
190,58;304,53;6,0906
190,965;322,66;6,4532
191,35;324,21;6,4842
191,735;310,75;6,215
192,12;288,48;5,7696
192,505;298,84;5,9768
192,891;289;5,78
193,276;278,12;5,5624
193,661;304,53;6,0906
194,046;301,94;6,0388
194,43;296,77;5,9354
194,815;278,12;5,5624
195,2;295,73;5,9146
195,585;283,82;5,6764
195,97;281,75;5,635
196,355;264,66;5,2932
196,739;324,21;6,4842
197,124;295,73;5,9146
197,509;311,78;6,2356
197,894;313,34;6,2668
198,278;291,59;5,8318
198,663;311,27;6,2254
199,047;295,73;5,9146
199,432;297,8;5,956
199,816;280,71;5,6142
200,201;277,09;5,5418
200,585;294,18;5,8836
200,97;253,78;5,0756
201,354;281,75;5,635
201,739;279,68;5,5936
202,123;264,14;5,2828
202,507;288,48;5,7696
202,892;285,89;5,7178
203,276;283,3;5,666
203,66;280,19;5,6038
204,044;290,03;5,8006
204,428;296,77;5,9354
204,813;240,32;4,8064
205,197;297,28;5,9456
205,581;274,5;5,49
205,965;273,46;5,4692
206,349;280,19;5,6038
206,733;277,6;5,552
207,117;295,73;5,9146
207,501;277,6;5,552
207,885;271,39;5,4278
208,269;312,3;6,246
208,652;280,71;5,6142
209,036;328,87;6,5774
209,42;283,82;5,6764
209,804;278,12;5,5624
210,187;247,05;4,941
210,571;305,57;6,1114
210,955;287,96;5,7592
211,338;273,98;5,4796
211,722;286,41;5,7282
212,106;297,8;5,956
212,489;291,59;5,8318
212,873;285,37;5,7074
213,256;255,85;5,117
213,64;288,48;5,7696
214,023;284,34;5,6868
214,406;314,37;6,2874
214,79;345,96;6,9192
215,173;307,64;6,1528
215,556;298,32;5,9664
215,94;300,91;6,0182
216,323;281,23;5,6246
216,706;287,44;5,7488
217,089;302,46;6,0492
217,472;306,6;6,132
217,856;296,25;5,925
218,239;293,66;5,8732
218,622;290,55;5,811
219,005;302,98;6,0596
219,388;276,57;5,5314
219,771;287,44;5,7488
220,154;311,78;6,2356
220,537;337,16;6,7432
220,919;292,1;5,842
221,302;293,14;5,8628
221,685;296,77;5,9354
222,068;282,27;5,6454
222,451;300,39;6,0078
222,833;328,87;6,5774
223,216;307,64;6,1528
223,599;336,64;6,7328
223,981;295,21;5,9042
224,364;324,21;6,4842
224,746;297,28;5,9456
225,129;327,32;6,5464
225,512;279,16;5,5832
225,894;290,03;5,8006
226,276;312,3;6,246
226,659;300,91;6,0182
227,041;336,12;6,7224
227,424;320,07;6,4014
227,806;302,98;6,0596
228,188;308,16;6,1632
228,57;304,02;6,0804
228,953;312,3;6,246
229,335;273,46;5,4692
229,717;301,94;6,0388
230,099;337,16;6,7432
230,481;296,77;5,9354
230,863;322,14;6,4428
231,245;315,41;6,3082
231,627;325,25;6,505
232,009;321,62;6,4324
232,391;322,14;6,4428
232,773;281,75;5,635
233,155;329,91;6,5982
233,537;332,5;6,65
233,919;306,6;6,132
234,301;292,1;5,842
234,682;314,89;6,2978
235,064;326,8;6,536
235,446;319,03;6,3806
235,828;301,43;6,0286
236,209;297,28;5,9456
236,591;316,44;6,3288
236,972;304,53;6,0906
237,354;333,02;6,6604
237,736;321,62;6,4324
238,117;309,71;6,1942
238,498;333,02;6,6604
238,88;330,43;6,6086
239,261;287,44;5,7488
239,643;290,55;5,811
240,024;297,8;5,956
240,405;327,32;6,5464
240,787;325,25;6,505
241,168;338,19;6,7638
241,549;329,39;6,5878
241,93;332,5;6,65
242,311;306,09;6,1218
242,692;335,6;6,712
243,073;341,82;6,8364
243,455;353,73;7,0746
243,836;355,28;7,1056
244,217;318;6,36
244,597;376;7,52
244,978;372,37;7,4474
245,359;356,84;7,1368
245,74;384,28;7,6856
246,121;371,85;7,437
246,502;411,73;8,2346
246,883;395,68;7,9136
247,263;381,69;7,6338
247,644;432,44;8,6488
248,025;492;9,84
248,405;564,5;11,29
248,786;814,11;16,2822
249,166;1478;29,56
249,547;2758,15;55,163
249,927;4330,37;86,6074
250,308;6476,89;129,5378
250,688;8252,63;165,0526
251,069;9782,38;195,6476
251,449;10822,76;216,4552
251,83;11335,44;226,7088
252,21;11796,33;235,9266
252,59;12014,87;240,2974
252,97;12442,62;248,8524
253,351;12845,51;256,9102
253,731;12996,73;259,9346
254,111;13368,03;267,3606
254,491;13717,07;274,3414
254,871;13883,82;277,6764
255,251;14126,18;282,5236
255,631;14237;284,74
256,011;14312,61;286,2522
256,391;14530,63;290,6126
256,771;14408,93;288,1786
257,151;14320,37;286,4074
257,531;13946,48;278,9296
257,911;13138,1;262,762
258,291;11767,85;235,357
258,67;9649,29;192,9858
259,05;7309,09;146,1818
259,43;5306,53;106,1306
259,81;3435,51;68,7102
260,189;1955,47;39,1094
260,569;868,48;17,3696
260,948;556,73;11,1346
261,328;505,98;10,1196
261,707;452,12;9,0424
262,087;444,87;8,8974
262,466;445,39;8,9078
262,846;433,48;8,6696
263,225;422,09;8,4418
263,605;405,52;8,1104
263,984;411,21;8,2242
264,363;404,48;8,0896
264,742;395,16;7,9032
265,122;393,09;7,8618
265,501;413,28;8,2656
265,88;427,78;8,5556
266,259;410,18;8,2036
266,638;402,93;8,0586
267,017;406,55;8,131
267,396;406,03;8,1206
267,775;372,37;7,4474
268,154;374,96;7,4992
268,533;385,84;7,7168
268,912;382,21;7,6442
269,291;377,03;7,5406
269,67;386,87;7,7374
270,049;392,05;7,841
270,427;379,62;7,5924
270,806;409,66;8,1932
271,185;397,23;7,9446
271,563;387,91;7,7582
271,942;370,82;7,4164
272,321;376,52;7,5304
272,699;400,34;8,0068
273,078;384,8;7,696
273,456;408,62;8,1724
273,835;378,59;7,5718
274,213;410,69;8,2138
274,592;393,6;7,872
274,97;412,77;8,2554
275,348;436,59;8,7318
275,727;407,59;8,1518
276,105;408,62;8,1724
276,483;425,71;8,5142
276,861;416,39;8,3278
277,24;421,57;8,4314
277,618;443,32;8,8664
277,996;457,3;9,146
278,374;384,8;7,696
278,752;409,14;8,1828
279,13;453,16;9,0632
279,508;428,82;8,5764
279,886;451,61;9,0322
280,264;428,82;8,5764
280,642;464,55;9,291
281,02;458,34;9,1668
281,397;441,77;8,8354
281,775;438,14;8,7628
282,153;430,89;8,6178
282,531;427,27;8,5454
282,908;429,34;8,5868
283,286;423,12;8,4624
283,664;415,35;8,307
284,041;426,75;8,535
284,419;426,23;8,5246
284,796;437,62;8,7524
285,174;429,34;8,5868
285,551;467,14;9,3428
285,929;445,39;8,9078
286,306;428,82;8,5764
286,683;438,14;8,7628
287,061;483,19;9,6638
287,438;462,48;9,2496
287,815;464,55;9,291
288,192;427,78;8,5556
288,569;442,8;8,856
288,947;415,35;8,307
289,324;435,03;8,7006
289,701;438,66;8,7732
290,078;397,75;7,955
290,455;449,53;8,9906
290,832;441,25;8,825
291,209;422,6;8,452
291,586;437,62;8,7524
291,963;440,73;8,8146
292,339;499,25;9,985
292,716;629,23;12,5846
293,093;658,75;13,175
293,47;708,46;14,1692
293,846;778,89;15,5778
294,223;766,46;15,3292
294,6;779,93;15,5986
294,976;776,3;15,526
295,353;803,23;16,0646
295,729;788,21;15,7642
296,106;816,18;16,3236
296,482;774,23;15,4846
296,859;811;16,22
297,235;811,52;16,2304
297,612;824,46;16,4892
297,988;837,93;16,7586
298,364;797,53;15,9506
298,741;852,43;17,0486
299,117;821,87;16,4374
299,493;842,59;16,8518
299,869;833,78;16,6756
300,245;863,3;17,266
300,621;813,59;16,2718
300,997;777,86;15,5572
301,373;733,84;14,6768
301,749;667,03;13,3406
302,125;633,89;12,6778
302,501;509,61;10,1922
302,877;507,53;10,1506
303,253;485,78;9,7156
303,629;463;9,26
304,005;440,21;8,8042
304,38;432,96;8,6592
304,756;414,84;8,2968
305,132;440,21;8,8042
305,508;447,46;8,9492
305,883;428,82;8,5764
306,259;438,14;8,7628
306,634;421,05;8,421
307,01;434;8,68
307,385;454,19;9,0838
307,761;520,48;10,4096
308,136;654,09;13,0818
308,512;973,09;19,4618
308,887;1319,54;26,3908
309,262;1740,55;34,811
309,637;2086,48;41,7296
310,013;2285,86;45,7172
310,388;2442,25;48,845
310,763;2561,36;51,2272
311,138;2594,5;51,89
311,513;2659,24;53,1848
311,888;2741,58;54,8316
312,263;2755,04;55,1008
312,638;2803,72;56,0744
313,013;2745,72;54,9144
313,388;2801,65;56,033
313,763;2804,75;56,095
314,138;2794,91;55,8982
314,513;2789,22;55,7844
314,888;2730,7;54,614
315,262;2766,43;55,3286
315,637;2720,34;54,4068
316,012;2670,11;53,4022
316,386;2654,06;53,0812
316,761;2430,86;48,6172
317,136;2224,75;44,495
317,51;1867,43;37,3486
317,885;1608,5;32,17
318,259;1248,59;24,9718
318,634;1028,5;20,57
319,008;764,91;15,2982
319,382;601,27;12,0254
319,757;474,91;9,4982
320,131;421,57;8,4314
320,505;377,55;7,551
320,88;372,89;7,4578
321,254;362,02;7,2404
321,628;363,05;7,261
322,002;387,39;7,7478
322,376;341,82;6,8364
322,75;348,55;6,971
323,124;363,57;7,2714
323,498;385,84;7,7168
323,872;367,19;7,3438
