wavelength;intensity;divided by 50
346,244;400,89;8,0178
346,616;412,8;8,256
346,988;442,32;8,8464
347,359;417,46;8,3492
347,731;421,6;8,432
348,103;438,69;8,7738
348,474;401,92;8,0384
348,846;403,48;8,0696
349,217;450,6;9,012
349,589;446,98;8,9396
349,96;443,35;8,867
350,332;436,1;8,722
350,703;451,64;9,0328
351,074;465,62;9,3124
351,446;457,85;9,157
351,817;477,53;9,5506
352,188;485,3;9,706
352,559;501,35;10,027
352,931;486,33;9,7266
353,302;504,98;10,0996
353,673;512,74;10,2548
354,044;469,76;9,3952
354,415;509,64;10,1928
354,786;540,71;10,8142
355,157;512,23;10,2446
355,528;533,46;10,6692
355,898;561,42;11,2284
356,269;559,35;11,187
356,64;545,89;10,9178
357,011;582,14;11,6428
357,382;574,37;11,4874
357,752;619,42;12,3884
358,123;610,1;12,202
358,493;672,25;13,445
358,864;680,53;13,6106
359,235;700,21;14,0042
359,605;736,46;14,7292
359,976;905,28;18,1056
360,346;1445,93;28,9186
360,716;2264,14;45,2828
361,087;3209,75;64,195
361,457;4276,54;85,5308
361,827;5240,28;104,8056
362,198;5933,69;118,6738
362,568;6448,96;128,9792
362,938;6786,08;135,7216
363,308;6973,55;139,471
363,678;7015,49;140,3098
364,048;7212,8;144,256
364,418;7191,57;143,8314
364,788;7256,82;145,1364
365,158;7268,21;145,3642
365,528;7312,75;146,255
365,898;7280,64;145,6128
366,268;7348,48;146,9696
366,637;7303,42;146,0684
367,007;7298,76;145,9752
367,377;7316,37;146,3274
367,747;7270,8;145,416
368,116;7241,8;144,836
368,486;7054,85;141,097
368,855;6591,37;131,8274
369,225;6050,21;121,0042
369,595;5428,78;108,5756
369,964;4704,81;94,0962
370,333;3900,58;78,0116
370,703;3282,25;65,645
371,072;2745,23;54,9046
371,441;2258,96;45,1792
371,811;1917,69;38,3538
372,18;1664,46;33,2892
372,549;1503,41;30,0682
372,918;1494,09;29,8818
373,287;1393,62;27,8724
373,656;1403,46;28,0692
374,026;1414,34;28,2868
374,395;1436,6;28,732
374,764;1477,52;29,5504
375,132;1430,91;28,6182
375,501;1505,48;30,1096
375,87;1531,37;30,6274
376,239;1568,66;31,3732
376,608;1553,64;31,0728
376,977;1586,27;31,7254
377,345;1633,91;32,6782
377,714;1630,8;32,616
378,083;1618,89;32,3778
378,451;1711,59;34,2318
378,82;1693,98;33,8796
379,188;1673,78;33,4756
379,557;1738;34,76
379,925;1767,52;35,3504
380,294;1782,02;35,6404
380,662;1839,5;36,79
381,03;1819,82;36,3964
381,399;1840,02;36,8004
381,767;1825,52;36,5104
382,135;1845,71;36,9142
382,503;1937,89;38,7578
382,871;1988,12;39,7624
383,24;1965,86;39,3172
383,608;1966,89;39,3378
383,976;1954,46;39,0892
384,344;1971,03;39,4206
384,712;1989,68;39,7936
385,079;2063,21;41,2642
385,447;2015,05;40,301
385,815;2014,53;40,2906
386,183;2077,2;41,544
386,551;2078,75;41,575
386,918;2103,09;42,0618
387,286;2097,91;41,9582
387,654;2064,77;41,2954
388,021;2103,09;42,0618
388,389;2088,59;41,7718
388,757;2141,93;42,8386
389,124;2143,48;42,8696
389,491;2135,2;42,704
389,859;2186,46;43,7292
390,226;2148,14;42,9628
390,594;2167,82;43,3564
390,961;2209,77;44,1954
391,328;2182,84;43,6568
391,695;2220,12;44,4024
392,063;2211,32;44,2264
392,43;2193,71;43,8742
392,797;2155,39;43,1078
393,164;2194,75;43,895
393,531;2251,71;45,0342
393,898;2223,75;44,475
394,265;2221,16;44,4232
394,632;2222,2;44,444
394,999;2244,46;44,8892
395,366;2250,68;45,0136
395,732;2275,54;45,5108
396,099;2225,3;44,506
396,466;2239,8;44,796
396,833;2223,75;44,475
397,199;2306,09;46,1218
397,566;2285,89;45,7178
397,932;2265,18;45,3036
398,299;2265,7;45,314
398,665;2328,87;46,5774
399,032;2341,3;46,826
399,398;2459,89;49,1978
399,765;2911,98;58,2396
400,131;3861,22;77,2244
400,497;5123,24;102,4648
400,864;6473,3;129,466
401,23;7574,26;151,4852
401,596;8512,11;170,2422
401,962;8951,25;179,025
402,328;9309,09;186,1818
402,694;9457,2;189,144
403,06;9637,41;192,7482
403,426;9586,66;191,7332
403,792;9805,72;196,1144
404,158;9874,59;197,4918
404,524;9889,09;197,7818
404,89;10008,2;200,164
405,256;9824,36;196,4872
405,622;9890,13;197,8026
405,987;9776,2;195,524
406,353;9792,25;195,845
406,719;9573,72;191,4744
407,084;9636,89;192,7378
407,45;9516,23;190,3246
407,815;9349,48;186,9896
408,181;8945,55;178,911
408,546;8491,91;169,8382
408,912;7473,28;149,4656
409,277;6365,58;127,3116
409,642;5512,15;110,243
410,008;4716,2;94,324
410,373;4108,24;82,1648
410,738;3661,84;73,2368
411,103;3248,07;64,9614
411,468;2880,39;57,6078
411,834;2610,59;52,2118
412,199;2340,79;46,8158
412,564;2233,59;44,6718
412,929;2153,84;43,0768
413,294;2111,37;42,2274
413,658;2078,75;41,575
414,023;2019,2;40,384
414,388;1971,55;39,431
414,753;1954,98;39,0996
415,118;1978,28;39,5656
415,482;1917,18;38,3436
415,847;1914,07;38,2814
416,212;1918,21;38,3642
416,576;1897,5;37,95
416,941;1881,96;37,6392
417,305;1853,48;37,0696
417,67;1882,48;37,6496
418,034;1839,5;36,79
418,399;1803,25;36,065
418,763;1821,37;36,4274
419,127;1818,78;36,3756
419,491;1815,16;36,3032
419,856;1821,89;36,4378
420,22;1745,77;34,9154
420,584;1833,8;36,676
420,948;1782,53;35,6506
421,312;1783,05;35,661
421,676;1680;33,6
422,04;1686,21;33,7242
422,404;1695,53;33,9106
422,768;1684,14;33,6828
423,132;1669,12;33,3824
423,496;1628,73;32,5746
423,86;1653,59;33,0718
424,223;1571,77;31,4354
424,587;1644,27;32,8854
424,951;1610,09;32,2018
425,314;1601,28;32,0256
425,678;1550,02;31,0004
426,041;1561,41;31,2282
426,405;1623,03;32,4606
426,768;1595,07;31,9014
427,132;1549,5;30,99
427,495;1541,21;30,8242
427,859;1538,1;30,762
428,222;1568,66;31,3732
428,585;1555,71;31,1142
428,948;1579,02;31,5804
429,312;1550,53;31,0106
429,675;1587,3;31,746
430,038;1663,43;33,2686
430,401;1860,21;37,2042
430,764;2724;54,48
431,127;5054,88;101,0976
431,49;9046,54;180,9308
431,853;13084,8;261,696
432,216;17015,34;340,3068
432,579;19929,85;398,597
432,941;22417,64;448,3528
433,304;23732,49;474,6498
433,667;24404,67;488,0934
434,029;25188,19;503,7638
434,392;25161,78;503,2356
434,755;25237,38;504,7476
435,117;25442,97;508,8594
435,48;25228,58;504,5716
435,842;25303,67;506,0734
436,205;25567,78;511,3556
436,567;25297,97;505,9594
436,929;24933,92;498,6784
437,292;24579,7;491,594
437,654;24875,92;497,5184
438,016;24754,74;495,0948
438,378;24168,52;483,3704
438,74;23997,63;479,9526
439,103;23434,72;468,6944
439,465;22046,34;440,9268
439,827;19639,85;392,797
440,189;16129,29;322,5858
440,551;12692,78;253,8556
440,913;9998,36;199,9672
441,274;8040,34;160,8068
441,636;6341,24;126,8248
441,998;4987,56;99,7512
442,36;3880,9;77,618
442,721;2875,22;57,5044
443,083;2139,34;42,7868
443,445;1571,77;31,4354
443,806;1276,07;25,5214
444,168;1174,05;23,481
444,529;1161,62;23,2324
444,891;1117,6;22,352
445,252;1101,03;22,0206
445,614;1087,05;21,741
445,975;1128,48;22,5696
446,336;1097,92;21,9584
446,697;1076,17;21,5234
447,059;1071;21,42
447,42;1049,25;20,985
447,781;1031,64;20,6328
448,142;984;19,68
448,503;953,96;19,0792
448,864;1007,3;20,146
449,225;1020,76;20,4152
449,586;981,41;19,6282
449,947;968,98;19,3796
450,308;969,5;19,39
450,668;941,01;18,8202
451,029;971,57;19,4314
451,39;957,59;19,1518
451,751;949,3;18,986
452,111;956,03;19,1206
452,472;952,92;19,0584
452,832;923,92;18,4784
453,193;902,69;18,0538
453,553;885,6;17,712
453,914;914,09;18,2818
454,274;894,92;17,8984
454,634;892,34;17,8468
454,995;898,55;17,971
455,355;825,53;16,5106
455,715;883,53;17,6706
456,075;862,82;17,2564
456,436;853,5;17,07
456,796;855,05;17,101
457,156;844,69;16,8938
457,516;833,3;16,666
457,876;825,53;16,5106
458,236;830,71;16,6142
458,596;822,42;16,4484
458,955;845,21;16,9042
459,315;823,98;16,4796
459,675;822,42;16,4484
460,035;793,94;15,8788
460,394;830,19;16,6038
460,754;798,08;15,9616
461,114;777,89;15,5578
461,473;751,48;15,0296
461,833;779,44;15,5888
462,192;801,71;16,0342
462,552;779,96;15,5992
462,911;793,94;15,8788
463,27;799,64;15,9928
463,63;804,82;16,0964
463,989;810;16,2
464,348;750,44;15,0088
464,707;772,71;15,4542
465,066;774,78;15,4956
465,425;776,33;15,5266
465,785;745,26;14,9052
466,144;777,89;15,5578
466,503;778,41;15,5682
466,861;771,16;15,4232
467,22;771,67;15,4334
467,579;781;15,62
467,938;745,26;14,9052
468,297;745,78;14,9156
468,655;745,26;14,9052
469,014;760,28;15,2056
469,373;771,67;15,4334
469,731;750,96;15,0192
470,09;732,32;14,6464
470,448;767,01;15,3402
470,807;757,69;15,1538
471,165;752,51;15,0502
471,524;752,51;15,0502
471,882;787,21;15,7442
472,24;733,87;14,6774
472,599;777,89;15,5578
472,957;739,57;14,7914
473,315;740,08;14,8016
473,673;771,16;15,4232
474,031;754,07;15,0814
474,389;718,85;14,377
474,747;786,69;15,7338
475,105;759,76;15,1952
475,463;782,03;15,6406
475,821;776,33;15,5266
476,179;742,16;14,8432
476,537;753,55;15,071
476,894;755,1;15,102
477,252;785,14;15,7028
477,61;774,26;15,4852
477,967;780,48;15,6096
478,325;767,53;15,3506
478,683;778,92;15,5784
479,04;776,85;15,537
479,398;780,48;15,6096
479,755;802,23;16,0446
480,112;750,96;15,0192
480,47;762,35;15,247
480,827;789,28;15,7856
481,184;769,08;15,3816
481,541;776,85;15,537
481,899;746,82;14,9364
482,256;738,01;14,7602
482,613;749,41;14,9882
482,97;776,85;15,537
483,327;770,12;15,4024
483,684;784,62;15,6924
484,041;759,76;15,1952
484,397;794,46;15,8892
484,754;756,14;15,1228
485,111;732,83;14,6566
485,468;748,89;14,9778
485,824;730,25;14,605
486,181;763,39;15,2678
486,538;800,67;16,0134
486,894;763,39;15,2678
487,251;770,12;15,4024
487,607;760,8;15,216
487,964;787,21;15,7442
488,32;846,76;16,9352
488,676;774,26;15,4852
489,033;819,83;16,3966
489,389;808,44;16,1688
489,745;821,39;16,4278
490,101;801,19;16,0238
490,457;808,44;16,1688
490,814;805,85;16,117
491,17;823,46;16,4692
491,526;814,14;16,2828
491,882;785,14;15,7028
492,237;813,1;16,262
492,593;791,35;15,827
492,949;770,64;15,4128
493,305;784,62;15,6924
493,661;759,25;15,185
494,016;789,28;15,7856
494,372;808,96;16,1792
494,728;818,8;16,376
495,083;778,41;15,5682
495,439;758,21;15,1642
495,794;744,23;14,8846
496,15;757,69;15,1538
496,505;750,44;15,0088
496,86;729,21;14,5842
497,216;703,32;14,0664
497,571;741,64;14,8328
497,926;702,8;14,056
498,281;700,21;14,0042
498,637;705,39;14,1078
498,992;738,01;14,7602
499,347;730,25;14,605
499,702;724,03;14,4806
500,057;678,98;13,5796
500,412;726,62;14,5324
500,766;739,05;14,781
501,121;678,46;13,5692
501,476;684,16;13,6832
501,831;673,8;13,476
502,185;681,57;13,6314
502,54;723,51;14,4702
502,895;711,6;14,232
503,249;706,94;14,1388
503,604;699,69;13,9938
503,958;671,73;13,4346
504,313;700,21;14,0042
504,667;702,28;14,0456
505,022;731,8;14,636
505,376;701,25;14,025
505,73;676,39;13,5278
506,084;691,92;13,8384
506,438;680,53;13,6106
506,793;682,08;13,6416
507,147;658,78;13,1756
507,501;711,08;14,2216
507,855;673,28;13,4656
508,209;652,57;13,0514
508,563;642,21;12,8442
508,917;676,91;13,5382
509,27;685,71;13,7142
509,624;685,19;13,7038
509,978;680,01;13,6002
510,332;687,26;13,7452
510,685;678,98;13,5796
511,039;666,03;13,3206
511,392;693,48;13,8696
511,746;677,94;13,5588
512,099;676,91;13,5382
512,453;698,66;13,9732
512,806;668,62;13,3724
513,16;687,26;13,7452
513,513;686,23;13,7246
513,866;708,5;14,17
514,219;723;14,46
514,572;681,57;13,6314
514,926;686,75;13,735
515,279;685,71;13,7142
515,632;699,17;13,9834
515,985;691,92;13,8384
516,338;675,35;13,507
516,69;707,46;14,1492
517,043;675,87;13,5174
517,396;704,35;14,087
517,749;672,76;13,4552
518,102;704,87;14,0974
518,454;741,64;14,8328
518,807;725,58;14,5116
519,16;691,41;13,8282
519,512;673,8;13,476
519,865;707,98;14,1596
520,217;677,94;13,5588
520,569;675,35;13,507
520,922;709,01;14,1802
521,274;692,96;13,8592
521,626;715,23;14,3046
521,979;700,73;14,0146
522,331;675,87;13,5174
522,683;674,83;13,4966
523,035;688,82;13,7764
523,387;664,48;13,2896
523,739;699,69;13,9938
524,091;700,73;14,0146
524,443;667,58;13,3516
524,795;694;13,88
525,147;652,05;13,041
525,499;694;13,88
525,85;675,35;13,507
526,202;669,14;13,3828
526,554;676,39;13,5278
526,905;689,33;13,7866
527,257;685,19;13,7038
527,608;700,73;14,0146
527,96;699,69;13,9938
528,311;696,58;13,9316
528,663;666,03;13,3206
529,014;701,76;14,0352
529,365;652,57;13,0514
529,717;675,87;13,5174
530,068;654,12;13,0824
530,419;678,46;13,5692
530,77;673,28;13,4656
531,121;706,42;14,1284
531,472;669,14;13,3828
531,823;652,57;13,0514
532,174;660,33;13,2066
532,525;683,12;13,6624
532,876;695,03;13,9006
533,227;688,3;13,766
533,577;710,57;14,2114
533,928;688,3;13,766
534,279;683,64;13,6728
534,629;659,82;13,1964
534,98;688,82;13,7764
535,33;687,78;13,7556
535,681;700,21;14,0042
536,031;667,58;13,3516
536,382;693,48;13,8696
536,732;679,5;13,59
537,082;686,23;13,7246
537,433;721,44;14,4288
537,783;759,76;15,1952
538,133;747,85;14,957
538,483;712,12;14,2424
538,833;764,94;15,2988
539,183;764,94;15,2988
539,533;812,07;16,2414
539,883;846,76;16,9352
540,233;896,48;17,9296
540,583;957,07;19,1414
540,933;1300,93;26,0186
541,282;4358,36;87,1672
541,632;12788,06;255,7612
541,982;22598,89;451,9778
542,331;30970,6;619,412
542,681;38766,44;775,3288
543,031;44918,08;898,3616
543,38;49748,15;994,963
543,729;53179,48;1063,5896
544,079;55420,77;1108,4154
544,428;57042,18;1140,8436
544,778;58014,72;1160,2944
545,127;57948,95;1158,979
545,476;58520,67;1170,4134
545,825;58110,53;1162,2106
546,174;58741,8;1174,836
546,523;57636,69;1152,7338
546,872;57583,35;1151,667
547,221;57384,49;1147,6898
547,57;56998,17;1139,9634
547,919;56783,77;1135,6754
548,268;56159,75;1123,195
548,617;55701,97;1114,0394
548,966;54396,96;1087,9392
549,314;53706,14;1074,1228
549,663;52538,89;1050,7778
550,012;47752,84;955,0568
550,36;38677,37;773,5474
550,709;30276,15;605,523
551,057;23881,63;477,6326
551,406;19198,12;383,9624
551,754;15436,39;308,7278
552,102;12445,24;248,9048
552,451;9948,65;198,973
552,799;7719,26;154,3852
553,147;5926,96;118,5392
553,495;4303,99;86,0798
553,843;3017,63;60,3526
554,191;1943,59;38,8718
554,539;1264,16;25,2832
554,887;931,69;18,6338
555,235;789,28;15,7856
555,583;783,58;15,6716
555,931;743,71;14,8742
556,279;741,64;14,8328
556,626;729,73;14,5946
556,974;753,03;15,0606
557,322;742,67;14,8534
557,669;729,73;14,5946
558,017;694;13,88
558,364;704,87;14,0974
558,712;696,58;13,9316
559,059;726,62;14,5324
559,407;688,82;13,7764
559,754;721,44;14,4288
560,101;660,85;13,217
560,449;721,44;14,4288
560,796;695,55;13,911
561,143;680,01;13,6002
561,49;672,76;13,4552
