wavelength;intensity;divided by 50
171,283;-59,2;-1,315555556
171,67;-59,2;-1,315555556
172,056;-59,2;-1,315555556
172,443;-130,14;-2,892
172,829;-94,41;-2,098
173,216;-97,52;-2,167111111
173,602;-125,48;-2,788444444
173,989;-112,02;-2,489333333
174,375;-65,41;-1,453555556
174,762;-77,84;-1,729777778
175,148;-70,59;-1,568666667
175,534;-52,98;-1,177333333
175,921;-47,29;-1,050888889
176,307;-4,3;-0,095555556
176,693;-14,66;-0,325777778
177,08;49,03;1,089555556
177,466;39,71;0,882444444
177,852;66,64;1,480888889
178,238;83,73;1,860666667
178,624;116,36;2,585777778
179,01;111,18;2,470666667
179,396;103,93;2,309555556
179,782;145,87;3,241555556
180,168;140,18;3,115111111
180,554;211,12;4,691555556
180,94;228,21;5,071333333
181,326;241,16;5,359111111
181,712;241,16;5,359111111
182,098;275,86;6,130222222
182,484;253,07;5,623777778
182,87;300,2;6,671111111
183,255;319,36;7,096888889
183,641;317,8;7,062222222
184,027;305,89;6,797555556
184,413;303,82;6,751555556
184,798;318,32;7,073777778
185,184;326,61;7,258
185,57;345,77;7,683777778
185,955;322,98;7,177333333
186,341;341,11;7,580222222
186,726;337,48;7,499555556
187,112;326,61;7,258
187,497;323,5;7,188888889
187,883;333,34;7,407555556
188,268;334,37;7,430444444
188,653;313,14;6,958666667
189,039;317,29;7,050888889
189,424;357,16;7,936888889
189,809;328,16;7,292444444
190,195;330,23;7,338444444
190,58;345,77;7,683777778
190,965;298,64;6,636444444
191,35;320,39;7,119777778
191,735;310,55;6,901111111
192,12;319,87;7,108222222
192,505;290,36;6,452444444
192,891;297,09;6,602
193,276;335,41;7,453555556
193,661;308,48;6,855111111
194,046;332,3;7,384444444
194,43;336,96;7,488
194,815;305,89;6,797555556
195,2;269,64;5,992
195,585;338,52;7,522666667
195,97;319,36;7,096888889
196,355;312,62;6,947111111
196,739;317,29;7,050888889
197,124;290,36;6,452444444
197,509;310,55;6,901111111
197,894;306,41;6,809111111
198,278;310,55;6,901111111
198,663;273,27;6,072666667
199,047;303,3;6,74
199,432;333,34;7,407555556
199,816;319,36;7,096888889
200,201;322,98;7,177333333
200,585;331,27;7,361555556
200,97;331,79;7,373111111
201,354;294,5;6,544444444
201,739;289,32;6,429333333
202,123;309,52;6,878222222
202,507;300,71;6,682444444
202,892;291,91;6,486888889
203,276;317,29;7,050888889
203,66;324,54;7,212
204,044;299,68;6,659555556
204,428;315,73;7,016222222
204,813;304,34;6,763111111
205,197;302,79;6,728666667
205,581;310,55;6,901111111
205,965;271,71;6,038
206,349;310,55;6,901111111
206,733;322,46;7,165777778
207,117;289,32;6,429333333
207,501;322,46;7,165777778
207,885;309,52;6,878222222
208,269;292,95;6,51
208,652;342,14;7,603111111
209,036;319,36;7,096888889
209,42;303,82;6,751555556
209,804;272,75;6,061111111
210,187;304,34;6,763111111
210,571;335,93;7,465111111
210,955;335,41;7,453555556
211,338;279,48;6,210666667
211,722;333,86;7,419111111
212,106;309;6,866666667
212,489;320,39;7,119777778
212,873;337,48;7,499555556
213,256;340,07;7,557111111
213,64;354,57;7,879333333
214,023;329,2;7,315555556
214,406;310,04;6,889777778
214,79;327,12;7,269333333
215,173;350,95;7,798888889
215,556;309;6,866666667
215,94;335,41;7,453555556
216,323;312,11;6,935777778
216,706;316,77;7,039333333
217,089;312,11;6,935777778
217,472;304,86;6,774666667
217,856;309,52;6,878222222
218,239;338,52;7,522666667
218,622;314,7;6,993333333
219,005;317,29;7,050888889
219,388;326,61;7,258
219,771;332,82;7,396
220,154;342,14;7,603111111
220,537;355,09;7,890888889
220,919;326,61;7,258
