wavelength;intensity;divided by 50
503,604;700,89;14,0178
503,958;659,46;13,1892
504,313;702,96;14,0592
504,667;701,92;14,0384
505,022;663,6;13,272
505,376;697,26;13,9452
505,73;704,51;14,0902
506,084;717,46;14,3492
506,438;699,34;13,9868
506,793;665,16;13,3032
507,147;652,21;13,0442
507,501;709,17;14,1834
507,855;690,53;13,8106
508,209;700,37;14,0074
508,563;710,73;14,2146
508,917;665,16;13,3032
509,27;705,55;14,111
509,624;694,16;13,8832
509,978;669,3;13,386
510,332;704,51;14,0902
510,685;704;14,08
511,039;712,8;14,256
511,392;686,91;13,7382
511,746;675;13,5
512,099;706,59;14,1318
512,453;665,16;13,3032
512,806;705,55;14,111
513,16;695,71;13,9142
513,513;721,6;14,432
513,866;699,85;13,997
514,219;706,59;14,1318
514,572;733,51;14,6702
514,926;708,66;14,1732
515,279;684,32;13,6864
515,632;702,44;14,0488
515,985;721,6;14,432
516,338;681,73;13,6346
516,69;737,66;14,7532
517,043;747,5;14,95
517,396;695,71;13,9142
517,749;706,07;14,1214
518,102;690,53;13,8106
518,454;695,71;13,9142
518,807;676,03;13,5206
519,16;724,19;14,4838
519,512;692,09;13,8418
519,865;694,67;13,8934
520,217;685,87;13,7174
520,569;696,23;13,9246
520,922;699,85;13,997
521,274;690,01;13,8002
521,626;693,64;13,8728
521,979;677,59;13,5518
522,331;682,76;13,6552
522,683;701,41;14,0282
523,035;670,34;13,4068
523,387;702,44;14,0488
523,739;691,57;13,8314
524,091;693,64;13,8728
524,443;709,69;14,1938
524,795;694,16;13,8832
525,147;720,57;14,4114
525,499;681,21;13,6242
525,85;695,19;13,9038
526,202;711,76;14,2352
526,554;679,14;13,5828
526,905;676,03;13,5206
527,257;683,28;13,6656
527,608;701,41;14,0282
527,96;696,23;13,9246
528,311;708,14;14,1628
528,663;712,8;14,256
529,014;651,69;13,0338
529,365;698,3;13,966
529,717;706,07;14,1214
530,068;688,98;13,7796
530,419;677,59;13,5518
530,77;689,5;13,79
531,121;697,26;13,9452
531,472;683,8;13,676
531,823;697,26;13,9452
532,174;695,19;13,9038
532,525;722,12;14,4424
532,876;662,57;13,2514
533,227;689,5;13,79
533,577;702,96;14,0592
533,928;715,91;14,3182
534,279;648,59;12,9718
534,629;651,69;13,0338
534,98;696,23;13,9246
535,33;703,48;14,0696
535,681;713,84;14,2768
536,031;674,48;13,4896
536,382;693,64;13,8728
536,732;743,35;14,867
537,082;671,37;13,4274
537,433;708,14;14,1628
537,783;714,87;14,2974
538,133;708,14;14,1628
538,483;752,16;15,0432
538,833;772,35;15,447
539,183;821,55;16,431
539,533;807,05;16,141
539,883;855,73;17,1146
540,233;891,98;17,8396
540,583;966,03;19,3206
540,933;1337,86;26,7572
541,282;4294,83;85,8966
541,632;12521,53;250,4306
541,982;22108,13;442,1626
542,331;30636,22;612,7244
542,681;38069,56;761,3912
543,031;43990,24;879,8048
543,38;48600,73;972,0146
543,729;52244,9;1044,898
544,079;54742,54;1094,8508
544,428;56240,7;1124,814
544,778;56949,65;1138,993
545,127;56855,4;1137,108
545,476;57674,65;1153,493
545,825;57301,28;1146,0256
546,174;57706,76;1154,1352
546,523;57015,94;1140,3188
546,872;56875,6;1137,512
547,221;56605,79;1132,1158
547,57;56339,61;1126,7922
547,919;55874,58;1117,4916
548,268;55400,73;1108,0146
548,617;54915,5;1098,31
548,966;53777,25;1075,545
549,314;53222,1;1064,442
549,663;51811,97;1036,2394
550,012;46963,27;939,2654
550,36;38106,33;762,1266
550,709;29872,38;597,4476
551,057;23418,31;468,3662
551,406;18804,71;376,0942
551,754;15156,91;303,1382
552,102;12219,1;244,382
552,451;9783,61;195,6722
552,799;7756,19;155,1238
553,147;5762,44;115,2488
553,495;4279,29;85,5858
553,843;2999,66;59,9932
554,191;1971,71;39,4342
554,539;1260,69;25,2138
554,887;918,39;18,3678
555,235;841,23;16,8246
555,583;792,55;15,851
555,931;756,3;15,126
556,279;733,51;14,6702
556,626;743,87;14,8774
556,974;768,73;15,3746
557,322;711,76;14,2352
557,669;726,78;14,5356
558,017;711,76;14,2352
558,364;721,09;14,4218
558,712;752,16;15,0432
559,059;715,39;14,3078
559,407;730,41;14,6082
559,754;713,32;14,2664
560,101;705,55;14,111
560,449;731,44;14,6288
560,796;683,8;13,676
561,143;669,3;13,386
561,49;694,67;13,8934
561,837;720,05;14,401
562,184;707,62;14,1524
562,531;704;14,08
