wavelength;intensity;divided by 50
248,025;656,16;13,1232
248,405;832,75;16,655
248,786;1412,75;28,255
249,166;2719,31;54,3862
249,547;5314,81;106,2962
249,927;8699,54;173,9908
250,308;13298,12;265,9624
250,688;17382,99;347,6598
251,069;20333,23;406,6646
251,449;22659,97;453,1994
251,83;23758,86;475,1772
252,21;24698,26;493,9652
252,59;25267,39;505,3478
252,97;25864,48;517,2896
253,351;26790,41;535,8082
253,731;27225,93;544,5186
254,111;28264,75;565,295
254,491;28679,04;573,5808
254,871;29114,04;582,2808
255,251;29472,4;589,448
255,631;29787,77;595,7554
256,011;30278,7;605,574
256,391;30443,9;608,878
256,771;30380,72;607,6144
257,151;30164,78;603,2956
257,531;29333,09;586,6618
257,911;27501,95;550,039
258,291;24418,1;488,362
258,67;20308,89;406,1778
259,05;15175,36;303,5072
259,43;10702,62;214,0524
259,81;6904,12;138,0824
260,189;3656,63;73,1326
260,569;1595,55;31,911
260,948;894,37;17,8874
261,328;825,5;16,51
261,707;678,43;13,5686
262,087;657,71;13,1542
262,466;593,5;11,87
262,846;598,16;11,9632
263,225;543,27;10,8654
263,605;560,87;11,2174
263,984;511,68;10,2336
264,363;517,37;10,3474
264,742;507,02;10,1404
265,122;545,86;10,9172
265,501;527,73;10,5546
265,88;531,87;10,6374
266,259;491,48;9,8296
266,638;493,55;9,871
267,017;517,89;10,3578
267,396;464,03;9,2806
267,775;468,18;9,3636
268,154;496,14;9,9228
268,533;493,55;9,871
268,912;503,39;10,0678
269,291;509,09;10,1818
269,67;495,62;9,9124
270,049;508,57;10,1714
270,427;506,5;10,13
270,806;481,12;9,6224
271,185;445,39;8,9078
271,563;473,36;9,4672
271,942;479,05;9,581
272,321;470,25;9,405
272,699;459,37;9,1874
273,078;487,86;9,7572
273,456;455,23;9,1046
273,835;448,5;8,97
274,213;471,8;9,436
274,592;505,46;10,1092
274,97;488,37;9,7674
275,348;520,48;10,4096
275,727;512,19;10,2438
276,105;506,5;10,13
276,483;519,96;10,3992
276,861;496,14;9,9228
277,24;511,68;10,2336
277,618;527,21;10,5442
277,996;528,25;10,565
278,374;550,52;11,0104
278,752;538,09;10,7618
279,13;576,41;11,5282
279,508;543,27;10,8654
279,886;517,89;10,3578
280,264;497,69;9,9538
280,642;545,34;10,9068
281,02;536,02;10,7204
281,397;581,07;11,6214
281,775;553,11;11,0622
282,153;527,73;10,5546
282,531;549,48;10,9896
282,908;564,5;11,29
283,286;555,18;11,1036
283,664;533,94;10,6788
284,041;505,98;10,1196
284,419;533,43;10,6686
284,796;575,89;11,5178
285,174;538,61;10,7722
285,551;552,07;11,0414
285,929;553,62;11,0724
286,306;512,19;10,2438
286,683;550,52;11,0104
287,061;540,16;10,8032
287,438;549,48;10,9896
287,815;584,69;11,6938
288,192;550,52;11,0104
288,569;529,28;10,5856
288,947;517,89;10,3578
289,324;560,36;11,2072
289,701;526,69;10,5338
290,078;529,8;10,596
290,455;510,64;10,2128
290,832;503,91;10,0782
291,209;519,44;10,3888
291,586;545,86;10,9172
291,963;584,18;11,6836
292,339;701,73;14,0346
292,716;784,07;15,6814
293,093;880,91;17,6182
293,47;948,75;18,975
293,846;1010,89;20,2178
294,223;1064,23;21,2846
294,6;1102,04;22,0408
294,976;1066,82;21,3364
295,353;1056,98;21,1396
295,729;1074,07;21,4814
296,106;1107,21;22,1442
296,482;1108,25;22,165
296,859;1107,73;22,1546
297,235;1125,86;22,5172
297,612;1126,89;22,5378
297,988;1128,96;22,5792
298,364;1168,32;23,3664
298,741;1200,43;24,0086
299,117;1176,61;23,5322
299,493;1165,73;23,3146
299,869;1158,48;23,1696
300,245;1127,93;22,5586
300,621;1111,36;22,2272
300,997;1078,73;21,5746
301,373;981,37;19,6274
301,749;847,77;16,9554
302,125;751,45;15,029
302,501;675,32;13,5064
302,877;679,98;13,5996
303,253;594,02;11,8804
303,629;560,87;11,2174
304,005;542,23;10,8446
304,38;519,96;10,3992
304,756;525,14;10,5028
305,132;529,28;10,5856
305,508;549,48;10,9896
305,883;506,5;10,13
306,259;542,23;10,8446
306,634;516,86;10,3372
307,01;510,64;10,2128
307,385;525,66;10,5132
307,761;599,19;11,9838
308,136;898,52;17,9704
308,512;1246,52;24,9304
308,887;1872,61;37,4522
309,262;2446,91;48,9382
309,637;2933,7;58,674
310,013;3292,58;65,8516
310,388;3495,06;69,9012
310,763;3694,95;73,899
311,138;3778,33;75,5666
311,513;3882,94;77,6588
311,888;3936,28;78,7256
312,263;3974,6;79,492
312,638;3958,54;79,1708
313,013;4062,11;81,2422
313,388;4057,45;81,149
313,763;4005,67;80,1134
314,138;3977,19;79,5438
314,513;4005,67;80,1134
314,888;4050,2;81,004
315,262;3958,54;79,1708
315,637;3877,24;77,5448
316,012;3895,88;77,9176
316,386;3722,4;74,448
316,761;3531,83;70,6366
317,136;3158,97;63,1794
317,51;2705,84;54,1168
317,885;2262,56;45,2512
318,259;1797;35,94
318,634;1415,86;28,3172
319,008;1004,68;20,0936
319,382;722,45;14,449
319,757;586,25;11,725
320,131;495,11;9,9022
320,505;458,34;9,1668
320,88;444,87;8,8974
321,254;412,25;8,245
321,628;403,96;8,0792
322,002;428,3;8,566
322,376;399,82;7,9964
322,75;411,73;8,2346
323,124;368,23;7,3646
323,498;381,69;7,6338
323,872;396,71;7,9342
324,246;399,82;7,9964
324,62;392,05;7,841
324,994;380,14;7,6028
325,368;369,78;7,3956
325,741;360,46;7,2092
326,115;382,73;7,6546
326,489;339,75;6,795
326,862;363,05;7,261
327,236;392,05;7,841
327,61;391,53;7,8306
327,983;350,1;7,002
328,357;355,8;7,116
328,73;388,43;7,7686
329,104;385,84;7,7168
329,477;369,27;7,3854
329,851;401,37;8,0274
330,224;429,85;8,597
330,597;432,96;8,6592
330,97;458,86;9,1772
331,344;431,41;8,6282
331,717;457,82;9,1564
332,09;439,69;8,7938
332,463;481,64;9,6328
332,836;452,64;9,0528
333,209;502,87;10,0574
333,582;467,14;9,3428
333,955;471,8;9,436
334,328;460,93;9,2186
334,701;474,91;9,4982
335,074;481,64;9,6328
335,447;458,86;9,1772
335,82;500,8;10,016
336,193;480,09;9,6018
336,565;513,23;10,2646
336,938;497,69;9,9538
337,311;494,59;9,8918
337,683;463,52;9,2704
338,056;455,75;9,115
338,429;466,11;9,3222
338,801;417,43;8,3486
339,174;402,41;8,0482
339,546;434;8,68
339,918;431,41;8,6282
340,291;416,91;8,3382
340,663;387,39;7,7478
341,036;412,77;8,2554
341,408;373,93;7,4786
341,78;376;7,52
342,152;379,62;7,5924
342,524;402,41;8,0482
342,897;374,96;7,4992
343,269;401,89;8,0378
343,641;365,64;7,3128
344,013;359,43;7,1886
344,385;369,27;7,3854
344,757;393,6;7,872
345,129;407,07;8,1414
345,501;400,34;8,0068
345,872;396,71;7,9342
346,244;388,43;7,7686
346,616;410,18;8,2036
346,988;400,34;8,0068
347,359;400,34;8,0068
347,731;413,28;8,2656
348,103;393,6;7,872
348,474;408,62;8,1724
348,846;393,6;7,872
349,217;420,53;8,4106
349,589;401,89;8,0378
349,96;417,94;8,3588
350,332;386,35;7,727
350,703;412,77;8,2554
351,074;416,39;8,3278
351,446;425,71;8,5142
351,817;407,59;8,1518
352,188;416,39;8,3278
352,559;420,02;8,4004
352,931;436,07;8,7214
353,302;451,09;9,0218
353,673;477,5;9,55
354,044;487,86;9,7572
354,415;458,34;9,1668
354,786;461,44;9,2288
355,157;452,12;9,0424
355,528;470,77;9,4154
355,898;478,53;9,5706
356,269;512,71;10,2542
356,64;482,16;9,6432
357,011;496,66;9,9332
357,382;520,48;10,4096
357,752;552,07;11,0414
358,123;528,77;10,5754
358,493;575,37;11,5074
358,864;572,78;11,4556
359,235;565,02;11,3004
359,605;652,53;13,0506
359,976;803,75;16,075
360,346;1183,34;23,6668
360,716;1752,47;35,0494
361,087;2568,61;51,3722
361,457;3238,2;64,764
361,827;3941,97;78,8394
362,198;4516,79;90,3358
362,568;4902,6;98,052
362,938;5128,9;102,578
363,308;5288,4;105,768
363,678;5410,62;108,2124
364,048;5419,94;108,3988
364,418;5553,55;111,071
364,788;5501,24;110,0248
365,158;5556,14;111,1228
365,528;5568,57;111,3714
365,898;5589,8;111,796
366,268;5681,98;113,6396
366,637;5610,51;112,2102
367,007;5571,15;111,423
367,377;5557,69;111,1538
367,747;5548,89;110,9778
368,116;5533,35;110,667
368,486;5357,8;107,156
368,855;5057,96;101,1592
369,225;4654,55;93,091
369,595;4115,97;82,3194
369,964;3580,51;71,6102
370,333;3025,36;60,5072
370,703;2529,77;50,5954
371,072;2133,61;42,6722
371,441;1761,79;35,2358
371,811;1543,25;30,865
372,18;1320,57;26,4114
372,549;1182,3;23,646
372,918;1159;23,18
373,287;1120,68;22,4136
373,656;1140,36;22,8072
374,026;1181,79;23,6358
374,395;1152,79;23,0558
374,764;1197,32;23,9464
375,132;1173,5;23,47
375,501;1197,84;23,9568
375,87;1223,21;24,4642
376,239;1227,87;24,5574
376,608;1240,3;24,806
376,977;1205,09;24,1018
377,345;1276,55;25,531
377,714;1345,95;26,919
378,083;1333,52;26,6704
378,451;1292,61;25,8522
378,82;1358,38;27,1676
379,188;1357,34;27,1468
379,557;1369,25;27,385
379,925;1386,34;27,7268
380,294;1397,73;27,9546
380,662;1466,61;29,3322
381,03;1393,07;27,8614
381,399;1418,96;28,3792
381,767;1465,05;29,301
382,135;1497,16;29,9432
382,503;1509,59;30,1918
382,871;1495,61;29,9122
383,24;1471,79;29,4358
383,608;1502,34;30,0468
383,976;1530,82;30,6164
384,344;1539,11;30,7822
384,712;1578,98;31,5796
385,079;1587,79;31,7558
385,447;1621,97;32,4394
385,815;1595,04;31,9008
386,183;1629,22;32,5844
386,551;1612,13;32,2426
386,918;1662,88;33,2576
387,286;1660,8;33,216
387,654;1657,18;33,1436
388,021;1642,68;32,8536
388,389;1664,95;33,299
388,757;1662,88;33,2576
389,124;1676,34;33,5268
389,491;1641,13;32,8226
389,859;1721,39;34,4278
390,226;1733,3;34,666
390,594;1717,25;34,345
390,961;1728,13;34,5626
391,328;1722,95;34,459
391,695;1710;34,2
392,063;1718,8;34,376
392,43;1721,39;34,4278
392,797;1713,11;34,2622
393,164;1710;34,2
393,531;1742,11;34,8422
393,898;1755,57;35,1114
394,265;1687,22;33,7444
394,632;1778,88;35,5776
394,999;1736,93;34,7386
395,366;1717,25;34,345
395,732;1744,7;34,894
396,099;1758,16;35,1632
396,466;1746,25;34,925
396,833;1762,31;35,2462
397,199;1774,22;35,4844
397,566;1798,04;35,9608
397,932;1806,84;36,1368
398,299;1769,04;35,3808
398,665;1784,06;35,6812
399,032;1809,43;36,1886
399,398;1949,25;38,985
399,765;2291,04;45,8208
400,131;3087,51;61,7502
400,497;3960,61;79,2122
400,864;5056,4;101,128
401,23;5912,42;118,2484
401,596;6541,1;130,822
401,962;6989,05;139,781
402,328;7157,87;143,1574
402,694;7282,16;145,6432
403,06;7365,02;147,3004
403,426;7345,86;146,9172
403,792;7501,73;150,0346
404,158;7537,98;150,7596
404,524;7544,2;150,884
404,89;7648,29;152,9658
405,256;7587,18;151,7436
405,622;7580,96;151,6192
405,987;7435,45;148,709
406,353;7456,16;149,1232
406,719;7311,68;146,2336
407,084;7395,05;147,901
407,45;7222,61;144,4522
407,815;7111,78;142,2356
408,181;6840,43;136,8086
408,546;6469,64;129,3928
408,912;5694,41;113,8882
409,277;4902,6;98,052
409,642;4296,19;85,9238
410,008;3690,81;73,8162
410,373;3167,26;63,3452
410,738;2827,54;56,5508
411,103;2524,59;50,4918
411,468;2219,06;44,3812
411,834;2038,84;40,7768
412,199;1867,43;37,3486
412,564;1732,27;34,6454
412,929;1731,23;34,6246
413,294;1663,91;33,2782
413,658;1624,04;32,4808
414,023;1570,7;31,414
414,388;1562,41;31,2482
414,753;1558,27;31,1654
415,118;1565;31,3
415,482;1527,72;30,5544
415,847;1499,23;29,9846
416,212;1480,07;29,6014
416,576;1487,32;29,7464
416,941;1523,05;30,461
417,305;1423,63;28,4726
417,67;1512,7;30,254
418,034;1475,93;29,5186
418,399;1490,43;29,8086
418,763;1473,34;29,4668
419,127;1467,13;29,3426
419,491;1427,25;28,545
419,856;1438,13;28,7626
420,22;1396,18;27,9236
420,584;1426,73;28,5346
420,948;1380,64;27,6128
421,312;1383,75;27,675
421,676;1358,89;27,1778
422,04;1352,16;27,0432
422,404;1350,09;27,0018
422,768;1350,09;27,0018
423,132;1327,82;26,5564
423,496;1315,91;26,3182
423,86;1334,04;26,6808
424,223;1345,95;26,919
424,587;1315,91;26,3182
424,951;1316,95;26,339
425,314;1252,21;25,0442
425,678;1254,29;25,0858
426,041;1274,48;25,4896
426,405;1284,32;25,6864
426,768;1282,77;25,6554
427,132;1206,64;24,1328
427,495;1193,18;23,8636
427,859;1255,84;25,1168
428,222;1268,79;25,3758
428,585;1218,04;24,3608
428,948;1267,75;25,355
429,312;1263,09;25,2618
429,675;1296,23;25,9246
430,038;1351,13;27,0226
430,401;1505,97;30,1194
430,764;2282,75;45,655
431,127;4270,29;85,4058
431,49;7462,89;149,2578
431,853;10948,08;218,9616
432,216;14295,52;285,9104
432,579;16660,58;333,2116
432,941;18724,76;374,4952
433,304;19848,52;396,9704
433,667;20372,07;407,4414
434,029;21002,82;420,0564
434,392;21255,02;425,1004
434,755;21230,16;424,6032
435,117;21371,02;427,4204
435,48;21161,8;423,236
435,842;21300,59;426,0118
436,205;21454,39;429,0878
436,567;21107,95;422,159
436,929;21102,77;422,0554
437,292;20823,12;416,4624
437,654;20762,54;415,2508
438,016;20851,09;417,0218
438,378;20231,21;404,6242
438,74;20177,36;403,5472
439,103;19544,01;390,8802
439,465;18417,67;368,3534
439,827;16291,34;325,8268
440,189;13476,78;269,5356
440,551;10594,38;211,8876
440,913;8455,63;169,1126
441,274;6744,1;134,882
441,636;5340,71;106,8142
441,998;4161,03;83,2206
442,36;3251,67;65,0334
442,721;2397,2;47,944
443,083;1795,45;35,909
443,445;1306,59;26,1318
443,806;1094,27;21,8854
444,168;989,14;19,7828
444,529;951,34;19,0268
444,891;973,09;19,4618
445,252;931,14;18,6228
445,614;917,16;18,3432
445,975;918,71;18,3742
446,336;920,78;18,4156
446,697;884,53;17,6906
447,059;866,93;17,3386
447,42;876,25;17,525
447,781;861,75;17,235
448,142;880,39;17,6078
448,503;866,93;17,3386
448,864;867,45;17,349
449,225;841,03;16,8206
449,586;860,71;17,2142
449,947;815,14;16,3028
450,308;805,82;16,1164
450,668;819,28;16,3856
451,029;799,09;15,9818
451,39;801,68;16,0336
451,751;818,77;16,3754
452,111;763,36;15,2672
452,472;798,57;15,9714
452,832;773,2;15,464
453,193;792,87;15,8574
453,553;792,36;15,8472
453,914;764,39;15,2878
454,274;779,41;15,5882
454,634;712,09;14,2418
454,995;770,09;15,4018
455,355;739,02;14,7804
455,715;710,53;14,2106
456,075;733,84;14,6768
456,436;745,75;14,915
456,796;728,66;14,5732
457,156;768,02;15,3604
457,516;736,95;14,739
457,876;726,07;14,5214
458,236;708,46;14,1692
458,596;729,18;14,5836
458,955;725,55;14,511
459,315;707,43;14,1486
459,675;707,43;14,1486
460,035;694,48;13,8896
460,394;721,93;14,4386
460,754;668,59;13,3718
461,114;704,32;14,0864
461,473;703,8;14,076
461,833;684,64;13,6928
462,192;668,07;13,3614
462,552;710,02;14,2004
462,911;702,77;14,0554
463,27;669,62;13,3924
463,63;667,03;13,3406
463,989;670,14;13,4028
464,348;662,89;13,2578
464,707;698,11;13,9622
465,066;672,21;13,4442
465,425;683,09;13,6618
465,785;649,94;12,9988
466,144;660,82;13,2164
466,503;683,09;13,6618
466,861;684,12;13,6824
467,22;661,86;13,2372
467,579;671,18;13,4236
467,938;660,3;13,206
468,297;630,78;12,6156
468,655;657,71;13,1542
469,014;675,84;13,5168
469,373;628,19;12,5638
469,731;663,41;13,2682
470,09;629,23;12,5846
470,448;665,48;13,3096
470,807;666;13,32
471,165;643,21;12,8642
471,524;604,37;12,0874
471,882;669,11;13,3822
472,24;655,12;13,1024
472,599;644,77;12,8954
472,957;645,28;12,9056
473,315;636,48;12,7296
473,673;640,11;12,8022
474,031;659,27;13,1854
474,389;690,86;13,8172
474,747;656,16;13,1232
475,105;644,77;12,8954
475,463;667,03;13,3406
475,821;657,71;13,1542
476,179;692,93;13,8586
476,537;642,18;12,8436
476,894;660,82;13,2164
477,252;653,05;13,061
477,61;652,53;13,0506
477,967;645,8;12,916
478,325;657,71;13,1542
478,683;674,8;13,496
479,04;700,18;14,0036
479,398;698,62;13,9724
479,755;700,69;14,0138
480,112;652,02;13,0404
480,47;639,07;12,7814
480,827;693,96;13,8792
481,184;699,14;13,9828
481,541;664,44;13,2888
481,899;709,5;14,19
482,256;686,71;13,7342
482,613;699,14;13,9828
482,97;688,78;13,7756
483,327;736,95;14,739
483,684;662,37;13,2474
484,041;668,59;13,3718
484,397;701,21;14,0242
484,754;685,68;13,7136
485,111;677,91;13,5582
485,468;661,34;13,2268
485,824;697,59;13,9518
486,181;683,61;13,6722
486,538;674,28;13,4856
486,894;655,12;13,1024
487,251;675,84;13,5168
487,607;689,82;13,7964
487,964;694,48;13,8896
488,32;732,8;14,656
488,676;712,61;14,2522
489,033;668,59;13,3718
489,389;694,48;13,8896
489,745;698,62;13,9724
490,101;692,93;13,8586
490,457;675,84;13,5168
490,814;696,55;13,931
491,17;707,43;14,1486
491,526;722,96;14,4592
491,882;716,23;14,3246
492,237;686,19;13,7238
492,593;699,14;13,9828
492,949;664,44;13,2888
493,305;713,64;14,2728
493,661;690,86;13,8172
494,016;691,89;13,8378
494,372;692,93;13,8586
494,728;698,62;13,9724
495,083;690,34;13,8068
495,439;664,44;13,2888
495,794;671,18;13,4236
496,15;682,05;13,641
496,505;678,94;13,5788
496,86;683,09;13,6618
497,216;633,89;12,6778
497,571;650,46;13,0092
497,926;587,28;11,7456
498,281;632,34;12,6468
498,637;664,96;13,2992
498,992;626,64;12,5328
499,347;606,44;12,1288
499,702;602,82;12,0564
500,057;637;12,74
500,412;646,84;12,9368
500,766;629,75;12,595
501,121;629,75;12,595
501,476;602,3;12,046
501,831;614,73;12,2946
502,185;616,8;12,336
502,54;615,25;12,305
502,895;575,89;11,5178
503,249;610,07;12,2014
503,604;595,57;11,9114
503,958;615,25;12,305
504,313;584,18;11,6836
504,667;619,39;12,3878
505,022;629,75;12,595
505,376;600,23;12,0046
505,73;543,27;10,8654
506,084;608;12,16
506,438;607,48;12,1496
506,793;608;12,16
507,147;618,36;12,3672
507,501;653,05;13,061
507,855;598,16;11,9632
508,209;612,66;12,2532
508,563;629,75;12,595
508,917;613,18;12,2636
509,27;602,3;12,046
509,624;612,14;12,2428
509,978;619,39;12,3878
510,332;616,8;12,336
510,685;608;12,16
511,039;598,68;11,9736
511,392;636,48;12,7296
511,746;592,46;11,8492
512,099;574,86;11,4972
512,453;612,14;12,2428
512,806;618,36;12,3672
513,16;666;13,32
513,513;636,48;12,7296
513,866;642,69;12,8538
514,219;622,5;12,45
514,572;634,41;12,6882
514,926;642,18;12,8436
515,279;629,75;12,595
515,632;619,39;12,3878
515,985;634,93;12,6986
516,338;582,62;11,6524
516,69;601,78;12,0356
517,043;650,46;13,0092
517,396;621,46;12,4292
517,749;612,66;12,2532
518,102;630,78;12,6156
518,454;607,48;12,1496
518,807;616,8;12,336
519,16;615,77;12,3154
519,512;606,96;12,1392
519,865;638,03;12,7606
520,217;649,94;12,9988
520,569;583,66;11,6732
520,922;603,86;12,0772
521,274;620,43;12,4086
521,626;631,3;12,626
521,979;602,3;12,046
522,331;626,12;12,5224
522,683;633,89;12,6778
523,035;610,59;12,2118
523,387;614,73;12,2946
523,739;573,82;11,4764
524,091;602,3;12,046
524,443;616,8;12,336
524,795;645,28;12,9056
525,147;613,69;12,2738
525,499;631,3;12,626
525,85;620,94;12,4188
526,202;612,14;12,2428
526,554;625,09;12,5018
526,905;639,07;12,7814
527,257;619,39;12,3878
527,608;630,27;12,6054
527,96;606,44;12,1288
528,311;612,66;12,2532
528,663;611,62;12,2324
529,014;592,98;11,8596
529,365;602,82;12,0564
529,717;621,46;12,4292
530,068;600,23;12,0046
530,419;608,52;12,1704
530,77;592,46;11,8492
531,121;621,46;12,4292
531,472;604,37;12,0874
531,823;575,89;11,5178
532,174;617,32;12,3464
532,525;587,8;
532,876;650,46;
533,227;633,89;
533,577;631,3;
533,928;571,23;
534,279;598,68;
534,629;623,53;
534,98;654,09;
535,33;599,19;
535,681;634,93;
536,031;641,14;
536,382;624,57;
536,732;628,71;
537,082;612,66;
537,433;633,89;
537,783;635,44;
538,133;666;
538,483;682,05;
538,833;680,5;
539,183;687,23;
539,533;715,71;
539,883;737,46;
540,233;753,52;
540,583;809,96;
540,933;1077,7;
541,282;3525,1;
541,632;10076,52;
541,982;17632,08;
542,331;24086,67;
542,681;29867,01;
543,031;34850,36;
543,38;38368,17;
543,729;41381,59;
544,079;43525,01;
544,428;44764,24;
544,778;45246,89;
545,127;45498,57;
545,476;45935,12;
545,825;45638,91;
546,174;45895,76;
546,523;45327,16;
546,872;45114,83;
547,221;45018,51;
547,57;44517,74;
547,919;44402,78;
548,268;43806,72;
548,617;43321,49;
548,966;42573,18;
549,314;41896,86;
549,663;40799,52;
550,012;36906,78;
550,36;29746,86;
550,709;23309,88;
551,057;18508,3;
551,406;14760,55;
551,754;12039,21;
552,102;9752,86;
552,451;7779,3;
552,799;6128,37;
553,147;4718,76;
553,495;3465,54;
553,843;2427,75;
554,191;1607,98;
554,539;1048,18;
554,887;809,96;
555,235;698,11;
555,583;704,32;
555,931;633,37;
556,279;653,05;
556,626;601,78;
556,974;618,36;
557,322;619,91;
557,669;638,55;
558,017;614,73;
558,364;629,23;
558,712;645,28;
559,059;617,84;
559,407;631,82;
559,754;634,41;
560,101;599,19;
560,449;592,46;
560,796;625,09;
561,143;615,77;
561,49;601,27;
561,837;613,69;
562,184;586,25;
562,531;628,71;
562,878;602,3;
563,225;624,57;
563,572;595,57;
563,918;625,61;
564,265;588,84;
564,612;604,37;
564,958;600,23;
565,305;572,27;
565,651;593,5;
565,998;634,93;
566,344;609,03;
566,691;579,52;
567,037;603,34;
567,383;620,43;
567,73;623,02;
568,076;585,21;
568,422;604,37;
568,768;589,87;
569,114;638,55;
569,46;580,55;
569,806;617,32;
570,152;624,57;
570,498;609,03;
570,844;606,44;
571,19;641,66;
571,535;602,82;
571,881;645,8;
572,227;894,37;
572,572;1573,29;
572,918;2181,25;
573,263;2798,02;
573,609;3445,35;
573,954;3930,58;
574,3;4415,29;
574,645;5452,57;
574,99;6628,1;
575,335;7445,8;
