wavelength;intensity;divided by 50
342,152;404,67;8,0934
342,524;386,03;7,7206
342,897;367,91;7,3582
343,269;392,76;7,8552
343,641;412,44;8,2488
344,013;373,6;7,472
344,385;380,85;7,617
344,757;444,03;8,8806
345,129;423,32;8,4664
345,501;405,71;8,1142
345,872;425,91;8,5182
346,244;416,07;8,3214
346,616;388,1;7,762
346,988;451,8;9,036
347,359;436,78;8,7356
347,731;450,25;9,005
348,103;439,89;8,7978
348,474;446,1;8,922
348,846;436,26;8,7252
349,217;448,17;8,9634
349,589;454,91;9,0982
349,96;429,53;8,5906
350,332;441,96;8,8392
350,703;437,3;8,746
351,074;453,87;9,0774
351,446;459,05;9,181
351,817;499,96;9,9992
352,188;473,55;9,471
352,559;476,14;9,5228
352,931;473,03;9,4606
353,302;498,41;9,9682
353,673;519,12;10,3824
354,044;484,42;9,6884
354,415;501;10,02
354,786;546,05;10,921
355,157;549,67;10,9934
355,528;567,8;11,356
355,898;564,69;11,2938
356,269;563,14;11,2628
356,64;572,46;11,4492
357,011;609,75;12,195
357,382;614,41;12,2882
357,752;609,75;12,195
358,123;646;12,92
358,493;602,5;12,05
358,864;672,92;13,4584
359,235;672,41;13,4482
359,605;784,78;15,6956
359,976;964,48;19,2896
360,346;1448,68;28,9736
360,716;2216,66;44,3332
361,087;3190,75;63,815
361,457;4180,38;83,6076
361,827;5115,63;102,3126
362,198;5735,51;114,7102
362,568;6368,85;127,377
362,938;6626,74;132,5348
363,308;6799,71;135,9942
363,678;6921,41;138,4282
364,048;7027,57;140,5514
364,418;7080,39;141,6078
364,788;7195,35;143,907
365,158;7164,28;143,2856
365,528;7203,12;144,0624
365,898;7181,37;143,6274
366,268;7353,3;147,066
366,637;7088,67;141,7734
367,007;7268,89;145,3778
367,377;7213,48;144,2696
367,747;7159,1;143,182
368,116;7094,89;141,8978
368,486;6907,42;138,1484
368,855;6513,85;130,277
369,225;6012,05;120,241
369,595;5391,13;107,8226
369,964;4519,06;90,3812
370,333;3838,08;76,7616
370,703;3289,15;65,783
371,072;2739,18;54,7836
371,441;2239,45;44,789
371,811;1915,79;38,3158
372,18;1644,43;32,8886
372,549;1516;30,32
372,918;1455,41;29,1082
373,287;1455,41;29,1082
373,656;1384,98;27,6996
374,026;1460,59;29,2118
374,395;1490,62;29,8124
374,764;1437,28;28,7456
375,132;1484,41;29,6882
375,501;1508,23;30,1646
375,87;1500,98;30,0196
376,239;1534,12;30,6824
376,608;1582,8;31,656
376,977;1587,46;31,7492
377,345;1572,96;31,4592
377,714;1663,07;33,2614
378,083;1678,61;33,5722
378,451;1683,78;33,6756
378,82;1670,32;33,4064
379,188;1697,25;33,945
379,557;1721,59;34,4318
379,925;1751,62;35,0324
380,294;1754,73;35,0946
380,662;1814,8;36,296
381,03;1797,71;35,9542
381,399;1836,55;36,731
381,767;1873,32;37,4664
382,135;1869,7;37,394
382,503;1943,75;38,875
382,871;1923,55;38,471
383,24;1937,02;38,7404
383,608;1954,62;39,0924
383,976;1913,71;38,2742
384,344;1977,93;39,5586
384,712;2025,05;40,501
385,079;2038;40,76
385,447;2065,96;41,3192
385,815;2034,37;40,6874
386,183;2047,32;40,9464
386,551;2109,98;42,1996
386,918;2075,29;41,5058
387,286;2112,57;42,2514
387,654;2118,79;42,3758
388,021;2084,61;41,6922
388,389;2101,7;42,034
388,757;2128,11;42,5622
389,124;2161,77;43,2354
389,491;2151,41;43,0282
389,859;2125;42,5
390,226;2175,75;43,515
390,594;2216,14;44,3228
390,961;2142,61;42,8522
391,328;2146,75;42,935
391,695;2206,82;44,1364
392,063;2213,55;44,271
392,43;2170,05;43,401
392,797;2205,79;44,1158
393,164;2202,16;44,0432
393,531;2250,84;45,0168
393,898;2244,11;44,8822
394,265;2259,13;45,1826
394,632;2220,29;44,4058
394,999;2210,45;44,209
395,366;2229,09;44,5818
395,732;2250,84;45,0168
396,099;2254,98;45,0996
396,466;2206,3;44,126
396,833;2262,23;45,2446
397,199;2219,77;44,3954
397,566;2259,13;45,1826
397,932;2259,64;45,1928
398,299;2256,54;45,1308
398,665;2287,61;45,7522
399,032;2277,77;45,5554
399,398;2469,89;49,3978
399,765;2974,29;59,4858
400,131;3918,86;78,3772
400,497;5040,54;100,8108
400,864;6463,1;129,262
401,23;7491,57;149,8314
401,596;8401,45;168,029
401,962;8828,16;176,5632
402,328;9205,16;184,1032
402,694;9391,07;187,8214
403,06;9459,95;189,199
403,426;9458,4;189,168
403,792;9544,36;190,8872
404,158;9654,15;193,083
404,524;9754,09;195,0818
404,89;9844,72;196,8944
405,256;9610,13;192,2026
405,622;9825,56;196,5112
405,987;9744,25;194,885
406,353;9744,77;194,8954
406,719;9513,29;190,2658
407,084;9558,34;191,1668
407,45;9338,77;186,7754
407,815;9133,18;182,6636
408,181;8755,66;175,1132
408,546;8353,29;167,0658
408,912;7417,51;148,3502
409,277;6374,55;127,491
409,642;5551,15;111,023
410,008;4693,06;93,8612
410,373;4069,04;81,3808
410,738;3606,08;72,1216
411,103;3217,16;64,3432
411,468;2849,48;56,9896
411,834;2593,66;51,8732
412,199;2397,39;47,9478
412,564;2214,59;44,2918
412,929;2193,88;43,8776
413,294;2140,02;42,8004
413,658;2124,48;42,4896
414,023;2026,61;40,5322
414,388;2067,52;41,3504
414,753;1988,8;39,776
415,118;1972,75;39,455
415,482;1931,84;38,6368
415,847;1896,62;37,9324
416,212;1866,59;37,3318
416,576;1880,05;37,601
416,941;1860,89;37,2178
417,305;1807,55;36,151
417,67;1884,2;37,684
418,034;1851,57;37,0314
418,399;1821,54;36,4308
418,763;1829,3;36,586
419,127;1838,62;36,7724
419,491;1780,62;35,6124
419,856;1789,43;35,7886
420,22;1797,2;35,944
420,584;1815,84;36,3168
420,948;1787,87;35,7574
421,312;1753,18;35,0636
421,676;1752,14;35,0428
422,04;1695,7;33,914
422,404;1674,46;33,4892
422,768;1661,52;33,2304
423,132;1702,95;34,059
423,496;1636,14;32,7228
423,86;1612,32;32,2464
424,223;1640,28;32,8056
424,587;1632;32,64
424,951;1620,61;32,4122
425,314;1577,11;31,5422
425,678;1609,73;32,1946
426,041;1565,2;31,304
426,405;1542,41;30,8482
426,768;1552,25;31,045
427,132;1557,43;31,1486
427,495;1567,78;31,3556
427,859;1533,61;30,6722
428,222;1551,73;31,0346
428,585;1525,84;30,5168
428,948;1527,91;30,5582
429,312;1547,59;30,9518
429,675;1567,78;31,3556
430,038;1644,43;32,8886
430,401;1845,87;36,9174
430,764;2745,39;54,9078
431,127;4977,37;99,5474
431,49;8712,68;174,2536
431,853;12720,39;254,4078
432,216;16579,99;331,5998
432,579;19540,58;390,8116
432,941;21869,91;437,3982
433,304;23072,9;461,458
433,667;23759,58;475,1916
434,029;24527,04;490,5408
434,392;24521,35;490,427
434,755;24798,92;495,9784
435,117;24753,35;495,067
435,48;24629,58;492,5916
435,842;24664,79;493,2958
436,205;25060,96;501,2192
436,567;24653,4;493,068
436,929;24317,31;486,3462
437,292;24109,13;482,1826
437,654;24302,81;486,0562
438,016;24091,52;481,8304
438,378;23672,06;473,4412
438,74;23282,11;465,6422
439,103;22711,43;454,2286
439,465;21443,2;428,864
439,827;19049,14;380,9828
440,189;15788,18;315,7636
440,551;12366,17;247,3234
440,913;9830,74;196,6148
441,274;7766,55;155,331
441,636;6209,87;124,1974
441,998;4892,95;97,859
442,36;3732,43;74,6486
442,721;2832,91;56,6582
443,083;2089,79;41,7958
443,445;1540,86;30,8172
443,806;1288,14;25,7628
444,168;1177,32;23,5464
444,529;1145,73;22,9146
444,891;1111,55;22,231
445,252;1093,43;21,8686
445,614;1092,91;21,8582
445,975;1065,98;21,3196
446,336;1075,82;21,5164
446,697;1084,62;21,6924
447,059;1076,34;21,5268
447,42;1029,73;20,5946
447,781;1011,09;20,2218
448,142;1036,46;20,7292
448,503;1014,71;20,2942
448,864;1002,8;20,056
449,225;1027,14;20,5428
449,586;1008,5;20,17
449,947;982,09;19,6418
450,308;950,5;19,01
450,668;931,85;18,637
451,029;996,07;19,9214
451,39;948,43;18,9686
451,751;965;19,3
452,111;944,28;18,8856
452,472;904,93;18,0986
452,832;907;18,14
453,193;900,78;18,0156
453,553;885,25;17,705
453,914;879,55;17,591
454,274;897,16;17,9432
454,634;908,03;18,1606
454,995;880,59;17,6118
455,355;876,44;17,5288
455,715;843,82;16,8764
456,075;850,03;17,0006
456,436;864,53;17,2906
456,796;879,03;17,5806
457,156;856,76;17,1352
457,516;845,89;16,9178
457,876;866,6;17,332
458,236;838,12;16,7624
458,596;835,53;16,7106
458,955;832,43;16,6486
459,315;831,91;16,6382
459,675;823,62;16,4724
460,035;827,25;16,545
460,394;839,16;16,7832
460,754;811,19;16,2238
461,114;813,26;16,2652
461,473;803,43;16,0686
461,833;772,35;15,447
462,192;785,3;15,706
462,552;792,55;15,851
462,911;791;15,82
463,27;780,12;15,6024
463,63;773,39;15,4678
463,989;793,07;15,8614
464,348;786,34;15,7268
464,707;753,19;15,0638
465,066;751,12;15,0224
465,425;780,64;15,6128
465,785;784,78;15,6956
466,144;770,28;15,4056
466,503;757,34;15,1468
466,861;767,69;15,3538
467,22;764,07;15,2814
467,579;784,26;15,6852
467,938;781,68;15,6336
468,297;729,89;14,5978
468,655;761,48;15,2296
469,014;766,66;15,3332
469,373;733;14,66
469,731;756,82;15,1364
470,09;733;14,66
470,448;735,59;14,7118
470,807;765,1;15,302
471,165;757,34;15,1468
471,524;750,09;15,0018
471,882;806,01;16,1202
472,24;760,96;15,2192
472,599;740,25;14,805
472,957;764,07;15,2814
473,315;750,6;15,012
473,673;756,82;15,1364
474,031;742,32;14,8464
474,389;733;14,66
474,747;796,69;15,9338
475,105;800,32;16,0064
475,463;766,66;15,3332
475,821;768,21;15,3642
476,179;794,62;15,8924
476,537;767,18;15,3436
476,894;768,73;15,3746
477,252;737,66;14,7532
477,61;762;15,24
477,967;760,44;15,2088
478,325;766,14;15,3228
478,683;761,48;15,2296
479,04;808,6;16,172
479,398;796,18;15,9236
479,755;820,51;16,4102
480,112;750,09;15,0018
480,47;760,44;15,2088
480,827;780,64;15,6128
481,184;780,12;15,6024
481,541;809,12;16,1824
481,899;787,89;15,7578
482,256;758,37;15,1674
482,613;759,93;15,1986
482,97;791;15,82
483,327;779,6;15,592
483,684;772,35;15,447
484,041;771,32;15,4264
484,397;789,44;15,7888
484,754;766,66;15,3332
485,111;771,84;15,4368
485,468;783,23;15,6646
485,824;801,35;16,027
486,181;777,53;15,5506
486,538;752,16;15,0432
486,894;789,96;15,7992
487,251;740,76;14,8152
487,607;777,01;15,5402
487,964;826,73;16,5346
488,32;787,89;15,7578
488,676;789,96;15,7992
489,033;796,18;15,9236
489,389;818,44;16,3688
489,745;820,51;16,4102
490,101;817,41;16,3482
490,457;814,82;16,2964
490,814;770,8;15,416
491,17;828,28;16,5656
491,526;802,39;16,0478
491,882;809,12;16,1824
492,237;821,03;16,4206
492,593;805,5;16,11
492,949;787,37;15,7474
493,305;820,51;16,4102
493,661;794,1;15,882
494,016;831,91;16,6382
494,372;781,68;15,6336
494,728;804,46;16,0892
495,083;724,71;14,4942
495,439;757,85;15,157
495,794;746,46;14,9292
496,15;756,82;15,1364
496,505;722,64;14,4528
496,86;726,26;14,5252
497,216;734,55;14,691
497,571;727,82;14,5564
497,926;741,8;14,836
498,281;747,5;14,95
498,637;733;14,66
498,992;692,6;13,852
499,347;729,37;14,5874
499,702;751,64;15,0328
500,057;706,07;14,1214
500,412;725,23;14,5046
500,766;699,34;13,9868
501,121;698,3;13,966
501,476;672,41;13,4482
501,831;702,96;14,0592
502,185;684,84;13,6968
502,54;708,66;14,1732
502,895;717,98;14,3596
503,249;697,26;13,9452
503,604;736,62;14,7324
503,958;704;14,08
504,313;663,09;13,2618
504,667;669,3;13,386
505,022;690,53;13,8106
505,376;676,55;13,531
505,73;665,67;13,3134
506,084;721,09;14,4218
506,438;703,48;14,0696
506,793;678,62;13,5724
507,147;663,6;13,272
507,501;689,5;13,79
507,855;678,1;13,562
508,209;667,23;13,3446
508,563;665,16;13,3032
508,917;655,32;13,1064
509,27;666,19;13,3238
509,624;653,25;13,065
509,978;677,59;13,5518
510,332;683,8;13,676
510,685;704;14,08
511,039;698,82;13,9764
511,392;659,46;13,1892
511,746;713,84;14,2768
512,099;687,94;13,7588
512,453;672,41;13,4482
512,806;698,82;13,9764
513,16;677,07;13,5414
513,513;692,09;13,8418
513,866;692,09;13,8418
514,219;719,01;14,3802
514,572;713,32;14,2664
514,926;708,14;14,1628
515,279;727,82;14,5564
515,632;727,82;14,5564
515,985;699,34;13,9868
516,338;695,19;13,9038
516,69;698,3;13,966
517,043;709,17;14,1834
517,396;702,96;14,0592
517,749;676,55;13,531
518,102;700,37;14,0074
518,454;688,98;13,7796
518,807;725,23;14,5046
519,16;722,64;14,4528
519,512;694,67;13,8934
519,865;712,28;14,2456
520,217;705,55;14,111
520,569;684,32;13,6864
520,922;693,12;13,8624
521,274;675,51;13,5102
521,626;665,67;13,3134
521,979;722,12;14,4424
522,331;703,48;14,0696
522,683;654,8;13,096
523,035;682,76;13,6552
523,387;697,26;13,9452
523,739;672,41;13,4482
524,091;668,78;13,3756
524,443;686,91;13,7382
524,795;695,19;13,9038
525,147;734,03;14,6806
525,499;713,32;14,2664
525,85;674,48;13,4896
526,202;684,32;13,6864
526,554;671,89;13,4378
526,905;651,69;13,0338
527,257;661,53;13,2306
527,608;673,96;13,4792
527,96;701,92;14,0384
528,311;697,78;13,9556
528,663;676,55;13,531
529,014;685,35;13,707
529,365;721,09;14,4218
529,717;678,62;13,5724
530,068;697,78;13,9556
530,419;711,25;14,225
530,77;670,85;13,417
531,121;660,5;13,21
531,472;677,07;13,5414
531,823;688,98;13,7796
532,174;647,03;12,9406
532,525;688,98;13,7796
532,876;681,73;13,6346
533,227;677,59;13,5518
533,577;675;13,5
533,928;670,34;13,4068
534,279;666,19;13,3238
534,629;674,48;13,4896
534,98;668,78;13,3756
535,33;685,35;13,707
535,681;675,51;13,5102
536,031;706,59;14,1318
536,382;675;13,5
536,732;696,75;13,935
537,082;701,92;14,0384
537,433;700,37;14,0074
537,783;675,51;13,5102
538,133;760,96;15,2192
538,483;739,73;14,7946
538,833;767,18;15,3436
539,183;796,69;15,9338
539,533;803,94;16,0788
539,883;860,39;17,2078
540,233;859,87;17,1974
540,583;982,09;19,6418
540,933;1330,09;26,6018
541,282;4282,4;85,648
541,632;12643,23;252,8646
541,982;22279,54;445,5908
542,331;30415,1;608,302
542,681;38213,01;764,2602
543,031;44132,13;882,6426
543,38;48710,52;974,2104
543,729;52399,23;1047,9846
544,079;54781,89;1095,6378
544,428;56223,09;1124,4618
544,778;57106,56;1142,1312
545,127;57047,52;1140,9504
545,476;57528,62;1150,5724
545,825;57441,62;1148,8324
546,174;57682,94;1153,6588
546,523;56933,08;1138,6616
546,872;57009,2;1140,184
547,221;56596,99;1131,9398
547,57;56094,67;1121,8934
547,919;55702,13;1114,0426
548,268;55454,07;1109,0814
548,617;54657,61;1093,1522
548,966;53698,02;1073,9604
549,314;52962,14;1059,2428
549,663;51808,35;1036,167
550,012;47221,16;944,4232
550,36;38199,54;763,9908
550,709;29828,36;596,5672
551,057;23555,54;471,1108
551,406;18912,94;378,2588
551,754;15123,77;302,4754
552,102;12257,94;245,1588
552,451;9811,06;196,2212
552,799;7667,64;153,3528
553,147;5858,24;117,1648
553,495;4247,18;84,9436
553,843;3015,2;60,304
554,191;1937,54;38,7508
554,539;1253,44;25,0688
554,887;969,66;19,3932
555,235;807,57;16,1514
555,583;752,68;15,0536
555,931;746,98;14,9396
556,279;751,12;15,0224
556,626;736,1;14,722
556,974;713,84;14,2768
557,322;720,57;14,4114
557,669;734,03;14,6806
558,017;682,25;13,645
558,364;692,09;13,8418
558,712;689,5;13,79
559,059;720,57;14,4114
559,407;701,41;14,0282
559,754;712,8;14,256
560,101;692,09;13,8418
560,449;682,76;13,6552
560,796;700,89;14,0178
561,143;661,01;13,2202
561,49;669,3;13,386
561,837;695,71;13,9142
562,184;722,64;14,4528
562,531;674,48;13,4896
