wavelength;intensity;divided by 50
284,796;517,99;10,3598
285,174;541,81;10,8362
285,551;571,33;11,4266
285,929;595,15;11,903
286,306;564,08;11,2816
286,683;552,17;11,0434
287,061;512,81;10,2562
287,438;539,74;10,7948
287,815;550,1;11,002
288,192;538,18;10,7636
288,569;537,15;10,743
288,947;550,61;11,0122
289,324;530,42;10,6084
289,701;536,11;10,7222
290,078;524,72;10,4944
290,455;521,1;10,422
290,832;540,77;10,8154
291,209;550,1;11,002
291,586;580,13;11,6026
291,963;592,04;11,8408
292,339;689,92;13,7984
292,716;792,45;15,849
293,093;877,9;17,558
293,47;954,02;19,0804
293,846;995,45;19,909
294,223;1056,56;21,1312
294,6;1015,13;20,3026
294,976;1058,11;21,1622
295,353;1085,56;21,7112
295,729;1080,9;21,618
296,106;1089,19;21,7838
296,482;1076,76;21,5352
296,859;1141,49;22,8298
297,235;1102,13;22,0426
297,612;1095,92;21,9184
297,988;1140,45;22,809
298,364;1153,92;23,0784
298,741;1144,08;22,8816
299,117;1180,33;23,6066
299,493;1187,58;23,7516
299,869;1183,95;23,679
300,245;1138,9;22,778
300,621;1110,42;22,2084
300,997;1037,92;20,7584
301,373;955,58;19,1116
301,749;897,06;17,9412
302,125;779,51;15,5902
302,501;722,02;14,4404
302,877;644,35;12,887
303,253;579,1;11,582
303,629;560,45;11,209
304,005;574,43;11,4886
304,38;549,58;10,9916
304,756;562,01;11,2402
305,132;516,95;10,339
305,508;537,67;10,7534
305,883;542,33;10,8466
306,259;536,63;10,7326
306,634;552,17;11,0434
307,01;513,33;10,2666
307,385;535,6;10,712
307,761;593,6;11,872
308,136;836,47;16,7294
308,512;1244,03;24,8806
308,887;1819,88;36,3976
309,262;2461,51;49,2302
309,637;2945,71;58,9142
310,013;3247,1;64,942
310,388;3539,69;70,7938
310,763;3671,23;73,4246
311,138;3721,46;74,4292
311,513;3825,03;76,5006
311,888;3893,91;77,8782
312,263;3956,57;79,1314
312,638;3990,23;79,8046
313,013;4039,94;80,7988
313,388;4007,32;80,1464
313,763;3990,75;79,815
314,138;4029,59;80,5918
314,513;3988,16;79,7632
314,888;4032,18;80,6436
315,262;3922,39;78,4478
315,637;3897,02;77,9404
316,012;3876,82;77,5364
316,386;3776,87;75,5374
316,761;3445,44;68,9088
317,136;3068,96;61,3792
317,51;2699,73;53,9946
317,885;2243,49;44,8698
318,259;1796,06;35,9212
318,634;1387,99;27,7598
319,008;1017,72;20,3544
319,382;736,01;14,7202
319,757;572,88;11,4576
320,131;499,35;9,987
320,505;423,74;8,4748
320,88;430,47;8,6094
321,254;414,42;8,2884
321,628;398,88;7,9776
322,002;395,77;7,9154
322,376;386,97;7,7394
322,75;385,93;7,7186
323,124;398,88;7,9776
323,498;411,31;8,2262
323,872;382,83;7,6566
324,246;398,88;7,9776
324,62;395,77;7,9154
324,994;349,17;6,9834
325,368;385,93;7,7186
325,741;376,61;7,5322
326,115;355,38;7,1076
326,489;389,56;7,7912
326,862;383,34;7,6668
327,236;350,72;7,0144
327,61;374,54;7,4908
327,983;355,9;7,118
328,357;348,13;6,9626
328,73;397,84;7,9568
329,104;381,79;7,6358
329,477;353,31;7,0662
329,851;402,51;8,0502
330,224;438,76;8,7752
330,597;448,59;8,9718
330,97;464,65;9,293
331,344;478,11;9,5622
331,717;444,45;8,889
332,09;469,31;9,3862
332,463;500,38;10,0076
332,836;481,74;9,6348
333,209;477,08;9,5416
333,582;483,29;9,6658
333,955;505,04;10,1008
334,328;488,99;9,7798
334,701;485,36;9,7072
335,074;464,65;9,293
335,447;458,95;9,179
335,82;462,06;9,2412
336,193;472,93;9,4586
336,565;493,65;9,873
336,938;470,35;9,407
337,311;481,22;9,6244
337,683;506,08;10,1216
338,056;466,2;9,324
338,429;444,97;8,8994
338,801;449,63;8,9926
339,174;430,99;8,6198
339,546;406,13;8,1226
339,918;401,99;8,0398
340,291;409,76;8,1952
340,663;405,09;8,1018
341,036;383,34;7,6668
341,408;363,15;7,263
341,78;353,83;7,0766
342,152;403,54;8,0708
342,524;385,42;7,7084
342,897;405,09;8,1018
343,269;375,58;7,5116
343,641;395,26;7,9052
344,013;382,31;7,6462
344,385;372,99;7,4598
344,757;398,36;7,9672
345,129;389,04;7,7808
345,501;391,63;7,8326
345,872;401,99;8,0398
346,244;384,9;7,698
346,616;356,93;7,1386
346,988;388,52;7,7704
347,359;418,56;8,3712
347,731;389,56;7,7912
348,103;367,81;7,3562
348,474;412,34;8,2468
348,846;398,88;7,9776
349,217;386,97;7,7394
349,589;404,58;8,0916
349,96;432,54;8,6508
350,332;431,51;8,6302
350,703;430,47;8,6094
351,074;385,42;7,7084
351,446;428,92;8,5784
351,817;423,22;8,4644
352,188;428,4;8,568
352,559;419,59;8,3918
352,931;468,79;9,3758
353,302;417,52;8,3504
353,673;438,76;8,7752
354,044;431,51;8,6302
354,415;437,2;8,744
354,786;452,22;9,0444
355,157;512,81;10,2562
355,528;486,4;9,728
355,898;495,2;9,904
356,269;501,93;10,0386
356,64;500,9;10,018
357,011;530,42;10,6084
357,382;519,02;10,3804
357,752;548,54;10,9708
358,123;544,92;10,8984
358,493;533,01;10,6602
358,864;569,77;11,3954
359,235;562,01;11,2402
359,605;599,81;11,9962
359,976;804,88;16,0976
360,346;1157,03;23,1406
360,716;1821,96;36,4392
361,087;2545,4;50,908
361,457;3305,62;66,1124
361,827;3923,43;78,4686
362,198;4473,91;89,4782
362,568;4923,93;98,4786
362,938;5136,25;102,725
363,308;5271,41;105,4282
363,678;5412,79;108,2558
364,048;5485,29;109,7058
364,418;5452,66;109,0532
364,788;5589,38;111,7876
365,158;5524,13;110,4826
365,528;5567,63;111,3526
365,898;5604,91;112,0982
366,268;5718,84;114,3768
366,637;5585,75;111,715
367,007;5579,02;111,5804
367,377;5517,91;110,3582
367,747;5497,72;109,9544
368,116;5443,34;108,8668
368,486;5378,61;107,5722
368,855;5020,77;100,4154
369,225;4683,12;93,6624
369,595;4128,5;82,57
369,964;3551,6;71,032
370,333;3006,82;60,1364
370,703;2526,24;50,5248
371,072;2125,42;42,5084
371,441;1786,74;35,7348
371,811;1478,62;29,5724
372,18;1340,35;26,807
372,549;1201,56;24,0312
372,918;1170,49;23,4098
373,287;1136,31;22,7262
373,656;1119,74;22,3948
374,026;1148,22;22,9644
374,395;1176,7;23,534
374,764;1209,85;24,197
375,132;1135,28;22,7056
375,501;1165,31;23,3062
375,87;1237,29;24,7458
376,239;1206,22;24,1244
376,608;1250,24;25,0048
376,977;1262,67;25,2534
377,345;1270,44;25,4088
377,714;1274,58;25,4916
378,083;1333,1;26,662
378,451;1316,53;26,3306
378,82;1345,01;26,9002
379,188;1341,9;26,838
379,557;1385,92;27,7184
379,925;1426,31;28,5262
380,294;1409,22;28,1844
380,662;1428,38;28,5676
381,03;1479,65;29,593
381,399;1426,83;28,5366
381,767;1447,54;28,9508
382,135;1472,4;29,448
382,503;1536,62;30,7324
382,871;1529,88;30,5976
383,24;1551,12;31,0224
383,608;1539,21;30,7842
383,976;1553,19;31,0638
384,344;1535,58;30,7116
384,712;1565,1;31,302
385,079;1604,97;32,0994
385,447;1602,38;32,0476
385,815;1650,54;33,0108
386,183;1601,35;32,027
386,551;1633,46;32,6692
386,918;1646,4;32,928
387,286;1645,88;32,9176
387,654;1611,71;32,2342
388,021;1656,76;33,1352
388,389;1632,94;32,6588
388,757;1701,29;34,0258
389,124;1671,26;33,4252
389,491;1693,01;33,8602
389,859;1732,88;34,6576
390,226;1768,62;35,3724
390,594;1695,6;33,912
390,961;1695,6;33,912
391,328;1739,62;34,7924
391,695;1754,63;35,0926
392,063;1757,22;35,1444
392,43;1788,3;35,766
392,797;1698,19;33,9638
393,164;1733,4;34,668
393,531;1787,26;35,7452
393,898;1764,47;35,2894
394,265;1755,67;35,1134
394,632;1770,17;35,4034
394,999;1788,3;35,766
395,366;1763,44;35,2688
395,732;1766,03;35,3206
396,099;1749,46;34,9892
396,466;1770,69;35,4138
396,833;1812,63;36,2526
397,199;1758,78;35,1756
397,566;1798,13;35,9626
397,932;1734,96;34,6992
398,299;1813,15;36,263
398,665;1800,21;36,0042
399,032;1809,01;36,1802
399,398;1963,33;39,2666
399,765;2265,76;45,3152
400,131;3026,49;60,5298
400,497;3955,02;79,1004
400,864;5028,54;100,5708
401,23;5850,9;117,018
401,596;6575,9;131,518
401,962;6851,92;137,0384
402,328;7139,85;142,797
402,694;7288,99;145,7798
403,06;7417,94;148,3588
403,426;7369,77;147,3954
403,792;7543,78;150,8756
404,158;7502,35;150,047
404,524;7582,61;151,6522
404,89;7613,69;152,2738
405,256;7500,27;150,0054
405,622;7540,15;150,803
405,987;7509,6;150,192
406,353;7557,76;151,1552
406,719;7335,08;146,7016
407,084;7432,44;148,6488
407,45;7307,63;146,1526
407,815;7146,06;142,9212
408,181;6865,38;137,3076
408,546;6406,04;128,1208
408,912;5712,63;114,2526
409,277;4966,91;99,3382
409,642;4277,64;85,5528
410,008;3714,21;74,2842
410,373;3163,21;63,2642
410,738;2819,87;56,3974
411,103;2475,49;49,5098
411,468;2207,76;44,1552
411,834;2038,94;40,7788
412,199;1860,8;37,216
412,564;1707,51;34,1502
412,929;1709,06;34,1812
413,294;1655,72;33,1144
413,658;1650,54;33,0108
414,023;1639,15;32,783
414,388;1623,1;32,462
414,753;1549,04;30,9808
415,118;1549,04;30,9808
415,482;1565,62;31,3124
415,847;1514,87;30,2974
416,212;1503,47;30,0694
416,576;1521,6;30,432
416,941;1471,37;29,4274
417,305;1493,63;29,8726
417,67;1476,03;29,5206
418,034;1479,13;29,5826
418,399;1423,2;28,464
418,763;1397,83;27,9566
419,127;1477,58;29,5516
419,491;1462,56;29,2512
419,856;1401,97;28,0394
420,22;1383,33;27,6666
420,584;1403,01;28,0602
420,948;1380,74;27,6148
421,312;1381,26;27,6252
421,676;1387,47;27,7494
422,04;1384,88;27,6976
422,404;1366,76;27,3352
422,768;1366,76;27,3352
423,132;1328,95;26,579
423,496;1319,63;26,3926
423,86;1317,56;26,3512
424,223;1361,06;27,2212
424,587;1280,28;25,6056
424,951;1297,88;25,9576
425,314;1363,65;27,273
425,678;1279,76;25,5952
426,041;1279,76;25,5952
426,405;1261,12;25,2224
426,768;1274,58;25,4916
427,132;1271,99;25,4398
427,495;1238,85;24,777
427,859;1267,85;25,357
428,222;1237,29;24,7458
428,585;1223,31;24,4662
428,948;1251,79;25,0358
429,312;1285,97;25,7194
429,675;1263,7;25,274
430,038;1332,58;26,6516
430,401;1540,76;30,8152
430,764;2265,24;45,3048
431,127;4301,98;86,0396
431,49;7411,72;148,2344
431,853;10811,46;216,2292
432,216;14079,67;281,5934
432,579;16653,42;333,0684
432,941;18572,61;371,4522
433,304;19818,06;396,3612
433,667;20285,68;405,7136
434,029;20970,29;419,4058
434,392;21162,42;423,2484
434,755;21215,76;424,3152
435,117;21119,95;422,399
435,48;21038,13;420,7626
435,842;21202,29;424,0458
436,205;21255,63;425,1126
436,567;21126,17;422,5234
436,929;20822,7;416,454
437,292;20661,65;413,233
437,654;20579,83;411,5966
438,016;20742,95;414,859
438,378;20116,86;402,3372
438,74;19887,97;397,7594
439,103;19407,91;388,1582
439,465;18405,34;368,1068
439,827;16180,62;323,6124
440,189;13434,42;268,6884
440,551;10496,09;209,9218
440,913;8369,76;167,3952
441,274;6612,67;132,2534
441,636;5274;105,48
441,998;4119,18;82,3836
442,36;3188,58;63,7716
442,721;2423,71;48,4742
443,083;1775,35;35,507
443,445;1301,51;26,0302
443,806;1101,61;22,0322
444,168;984,58;19,6916
444,529;936,42;18,7284
444,891;933,31;18,6662
445,252;955,06;19,1012
445,614;898,61;17,9722
445,975;922,95;18,459
446,336;929,17;18,5834
446,697;862,36;17,2472
447,059;846,83;16,9366
447,42;869,61;17,3922
447,781;888,77;17,7754
448,142;857,19;17,1438
448,503;857,19;17,1438
448,864;833,88;16,6776
449,225;847,86;16,9572
449,586;870,13;17,4026
449,947;830,26;16,6052
450,308;811,1;16,222
450,668;799,7;15,994
451,029;808,51;16,1702
451,39;796,6;15,932
451,751;816,79;16,3358
452,111;769,15;15,383
452,472;825,08;16,5016
452,832;772,26;15,4452
453,193;800,22;16,0044
453,553;770,7;15,414
453,914;709,6;14,192
454,274;733,42;14,6684
454,634;723,06;14,4612
454,995;766,56;15,3312
455,355;751,02;15,0204
455,715;738,08;14,7616
456,075;744,81;14,8962
456,436;746,36;14,9272
456,796;729,79;14,5958
457,156;723,06;14,4612
457,516;711,15;14,223
457,876;739,63;14,7926
458,236;722,54;14,4508
458,596;709,08;14,1816
458,955;754,65;15,093
459,315;732,38;14,6476
459,675;701,31;14,0262
460,035;699,24;13,9848
460,394;701,31;14,0262
460,754;682,15;13,643
461,114;690,43;13,8086
461,473;694,06;13,8812
461,833;681,11;13,6222
462,192;646,93;12,9386
462,552;704,93;14,0986
462,911;695,61;13,9122
463,27;667,13;13,3426
463,63;668,68;13,3736
463,989;715,81;14,3162
464,348;697,17;13,9434
464,707;702,86;14,0572
465,066;693,02;13,8604
465,425;696,65;13,933
465,785;705,97;14,1194
466,144;665,06;13,3012
466,503;594,63;11,8926
466,861;653,67;13,0734
467,22;652,11;13,0422
467,579;674,9;13,498
467,938;635,54;12,7108
468,297;649,01;12,9802
468,655;640,2;12,804
469,014;629,85;12,597
469,373;661,95;13,239
469,731;670,76;13,4152
470,09;662,99;13,2598
470,448;666,1;13,322
470,807;672,31;13,4462
471,165;666,1;13,322
471,524;644,86;12,8972
471,882;688,88;13,7776
472,24;671,79;13,4358
472,599;664,54;13,2908
472,957;669,72;13,3944
473,315;678,52;13,5704
473,673;641,76;12,8352
474,031;673,86;13,4772
474,389;649,52;12,9904
474,747;647,97;12,9594
475,105;681,63;13,6326
475,463;665,06;13,3012
475,821;670,76;13,4152
476,179;663,51;13,2702
476,537;678,01;13,5602
476,894;648,49;12,9698
477,252;650,56;13,0112
477,61;647,45;12,949
477,967;671,79;13,4358
478,325;659,36;13,1872
478,683;709,6;14,192
479,04;682,15;13,643
479,398;655,22;13,1044
479,755;706,49;14,1298
480,112;691,47;13,8294
480,47;696,65;13,933
480,827;669,2;13,384
481,184;670,24;13,4048
481,541;675,42;13,5084
481,899;660,92;13,2184
482,256;657,81;13,1562
482,613;695,61;13,9122
482,97;684,74;13,6948
483,327;665,06;13,3012
483,684;624,15;12,483
484,041;646,42;12,9284
484,397;665,58;13,3116
484,754;687,85;13,757
485,111;662,47;13,2494
485,468;658,33;13,1666
485,824;710,11;14,2022
486,181;674,38;13,4876
486,538;688,36;13,7672
486,894;680,08;13,6016
487,251;655,74;13,1148
487,607;630,36;12,6072
487,964;730,31;14,6062
488,32;654,7;13,094
488,676;720,99;14,4198
489,033;686,81;13,7362
489,389;702,86;14,0572
489,745;681,63;13,6326
490,101;707,01;14,1402
490,457;702,86;14,0572
490,814;686,29;13,7258
491,17;673,86;13,4772
491,526;684,22;13,6844
491,882;688,88;13,7776
492,237;682,67;13,6534
492,593;717,36;14,3472
492,949;709,6;14,192
493,305;743,26;14,8652
493,661;660,4;13,208
494,016;678,52;13,5704
494,372;709,6;14,192
494,728;673,35;13,467
495,083;662,99;13,2598
495,439;666,61;13,3322
495,794;643,83;12,8766
496,15;661,95;13,239
496,505;657,81;13,1562
496,86;648,49;12,9698
497,216;612,24;12,2448
497,571;646,42;12,9284
497,926;658,85;13,177
498,281;617,42;12,3484
498,637;662,99;13,2598
498,992;623,11;12,4622
499,347;628,29;12,5658
499,702;613,27;12,2654
500,057;619,49;12,3898
500,412;622,08;12,4416
500,766;596,18;11,9236
501,121;614,31;12,2862
501,476;590,49;11,8098
501,831;618,97;12,3794
502,185;678,52;13,5704
502,54;612,24;12,2448
502,895;600,85;12,017
503,249;634,51;12,6902
503,604;639,68;12,7936
503,958;657,29;13,1458
504,313;652,11;13,0422
504,667;630,36;12,6072
505,022;595,67;11,9134
505,376;635,54;12,7108
505,73;636,06;12,7212
506,084;633,99;12,6798
506,438;596,7;11,934
506,793;603,95;12,079
507,147;595,15;11,903
507,501;590,49;11,8098
507,855;609,65;12,193
508,209;602,4;12,048
508,563;658,33;13,1666
508,917;636,06;12,7212
509,27;632,95;12,659
509,624;626,74;12,5348
509,978;602,4;12,048
510,332;616,9;12,338
510,685;612,76;12,2552
511,039;575,99;11,5198
511,392;573,92;11,4784
511,746;611,72;12,2344
512,099;608,1;12,162
512,453;639,17;12,7834
512,806;603,43;12,0686
513,16;584,27;11,6854
513,513;652,11;13,0422
513,866;621,56;12,4312
514,219;600,85;12,017
514,572;640,72;12,8144
514,926;650,56;13,0112
515,279;639,68;12,7936
515,632;628,29;12,5658
515,985;613,27;12,2654
516,338;628,81;12,5762
516,69;627,26;12,5452
517,043;629,33;12,5866
517,396;645,9;12,918
517,749;620,52;12,4104
518,102;598,77;11,9754
518,454;633,99;12,6798
518,807;622,08;12,4416
519,16;628,81;12,5762
519,512;616,38;12,3276
519,865;599,81;11,9962
520,217;632,43;12,6486
520,569;634,51;12,6902
520,922;622,08;12,4416
521,274;644,35;12,887
521,626;624,15;12,483
521,979;596,18;11,9236
522,331;609,65;12,193
522,683;621,56;12,4312
523,035;641,76;12,8352
523,387;581,68;11,6336
523,739;647,45;12,949
524,091;629,33;12,5866
524,443;614,83;12,2966
524,795;643,83;12,8766
525,147;594,11;11,8822
525,499;622,6;12,452
525,85;601,36;12,0272
526,202;611,72;12,2344
526,554;602,4;12,048
526,905;594,63;11,8926
527,257;602,92;12,0584
527,608;592,04;11,8408
527,96;592,56;11,8512
528,311;625,18;12,5036
528,663;603,43;12,0686
529,014;587,9;11,758
529,365;578,58;11,5716
529,717;580,13;11,6026
530,068;582,2;11,644
530,419;612,76;12,2552
530,77;621,04;12,4208
531,121;594,63;11,8926
531,472;594,63;11,8926
531,823;570,29;11,4058
532,174;585,31;11,7062
532,525;623,63;12,4726
532,876;568,74;11,3748
533,227;605,51;12,1102
533,577;610,68;12,2136
533,928;623,63;12,4726
534,279;636,06;12,7212
534,629;609,65;12,193
534,98;643,31;12,8662
535,33;614,31;12,2862
535,681;631,92;12,6384
536,031;599,81;11,9962
536,382;614,31;12,2862
536,732;651,08;13,0216
537,082;631,92;12,6384
537,433;641,24;12,8248
537,783;613,27;12,2654
538,133;685,77;13,7154
538,483;683,18;13,6636
538,833;702,86;14,0572
539,183;756,72;15,1344
539,533;684,22;13,6844
539,883;744,29;14,8858
540,233;741,19;14,8238
540,583;837,51;16,7502
540,933;1071,06;21,4212
541,282;3496,19;69,9238
541,632;10030,53;200,6106
541,982;17506,86;350,1372
542,331;23984,23;479,6846
542,681;29947,37;598,9474
543,031;34600,85;692,017
543,38;38285,41;765,7082
543,729;41396,71;827,9342
544,079;43455,71;869,1142
544,428;44674,75;893,495
544,778;45087,48;901,7496
545,127;45327,77;906,5554
545,476;45837,34;916,7468
545,825;45593,43;911,8686
546,174;45890,17;917,8034
546,523;45200,38;904,0076
546,872;45304,99;906,0998
547,221;44765,89;895,3178
547,57;44472,79;889,4558
547,919;44026,91;880,5382
548,268;43855,5;877,11
548,617;43237,18;864,7436
548,966;42519,94;850,3988
549,314;42181,26;843,6252
549,663;40969,99;819,3998
550,012;37138,87;742,7774
550,36;29857,26;597,1452
550,709;23335,35;466,707
551,057;18608,34;372,1668
551,406;14782,4;295,648
551,754;11962,14;239,2428
552,102;9715,16;194,3032
552,451;7772,67;155,4534
552,799;6115;122,3
553,147;4645,32;92,9064
553,495;3478,59;69,5718
553,843;2430,44;48,6088
554,191;1624,65;32,493
554,539;1056,56;21,1312
554,887;809,02;16,1804
555,235;732,9;14,658
555,583;649,01;12,9802
555,931;654,18;13,0836
556,279;662,99;13,2598
556,626;659,36;13,1872
556,974;613,79;12,2758
557,322;649,52;12,9904
557,669;611,72;12,2344
558,017;665,58;13,3116
558,364;609,13;12,1826
558,712;606,02;12,1204
559,059;602,92;12,0584
559,407;616,9;12,338
559,754;629,33;12,5866
560,101;628,29;12,5658
560,449;615,35;12,307
560,796;616,9;12,338
561,143;594,11;11,8822
561,49;622,08;12,4416
561,837;630,36;12,6072
