input_wavelength;intensity;bandwidth;angle;gain;integrationtime;UVA;UVB;UVC;temp;AccX;AccY;AccZ;GYRO_X;GYRO_Y;GYRO_Z;input1;input2;day;month;year;hour;minute;second;VISgain;VISintegrationtime;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;CH17;CH18;c_CH1;c_CH2;c_CH3;c_CH4;c_CH5;c_CH6;c_CH7;c_CH8;c_CH9;c_CH10;c_CH11;c_CH12;c_CH13;c_CH14;c_CH15;c_CH16;c_CH17;c_CH18;temp1;temp2;temp3;Label;uiI2CReadError;uiI2CWriteError;uiStatus1;uiStatus2;Label.1;uiI2CReadError.1;uiI2CWriteError.1;Label.2;uiI2CError;uiI2CReadDetailError;uiI2CWriteDetailError
550;100;5;0;1;4096;1;1;1;27.8;-1.02;-0.05;-0.18;0.9;0.0;0.5;0;0;18;7;2024;18;10;39;3;77;9;7;14;6;17;651;3831;108;8;13;7;22;6;4;2;1;8;4;7.3;6.8;13.2;5.4;12.8;463.4;2462.5;67.0;8.1;6.6;7.0;10.2;4.9;3.1;1.6;1.1;5.8;3.9;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;-15;1;4096;1;1;1;27.8;-1.03;-0.03;-0.21;0.4;0.1;0.6;0;0;18;7;2024;18;9;29;3;148;3;5;14;2;9;452;3809;257;17;68;3;24;12;4;2;1;19;21;2.4;4.9;13.2;1.8;6.8;321.7;2448.4;159.4;17.1;34.8;3.0;11.1;9.9;3.1;1.6;1.1;13.9;20.4;34;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;-30;1;4096;1;1;1;27.8;-1.04;-0.0;-0.21;0.3;0.1;0.6;0;0;18;7;2024;18;8;9;3;255;2;3;5;2;4;115;878;116;7;59;2;8;5;2;1;1;7;17;1.6;2.9;4.7;1.8;3.0;81.9;564.4;71.9;7.1;30.2;2.0;3.7;4.1;1.6;0.8;1.1;5.1;16.5;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;-45;1;4096;1;1;1;27.8;-1.01;-0.08;-0.17;0.8;0.0;0.3;0;0;18;7;2024;18;6;39;3;255;1;1;1;1;1;29;253;33;2;10;1;3;1;1;1;0;2;3;0.8;1.0;0.9;0.9;0.8;20.6;162.6;20.5;2.0;5.1;1.0;1.4;0.8;0.8;0.8;0.0;1.5;2.9;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;-60;1;4096;1;1;1;27.8;-1.03;-0.06;-0.19;0.9;0.1;0.4;0;0;18;7;2024;18;5;19;3;255;0;0;1;0;1;10;100;12;1;3;1;1;1;1;0;0;1;1;0.0;0.0;0.9;0.0;0.8;7.1;64.3;7.4;1.0;1.5;1.0;0.5;0.8;0.8;0.0;0.0;0.7;1.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;-75;1;4096;1;1;1;27.8;-1.03;-0.0;-0.2;0.4;0.1;1.0;0;0;18;7;2024;18;4;9;3;255;0;0;0;0;0;4;33;3;1;1;0;1;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;2.8;21.2;1.9;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.7;0.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;15;1;4096;1;1;1;27.9;-1.02;-0.02;-0.22;0.6;0.3;0.5;0;0;18;7;2024;18;11;49;3;235;57;17;16;29;43;733;3894;72;5;8;18;23;4;5;3;3;5;2;46.5;16.6;15.0;26.3;32.3;521.7;2503.0;44.6;5.0;4.1;18.0;10.7;3.3;3.9;2.5;3.2;3.7;1.9;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;30;1;4096;1;1;1;27.9;-1.03;-0.02;-0.22;0.5;0.1;0.6;0;0;18;7;2024;18;12;49;3;255;25;6;4;12;10;97;700;26;2;3;5;6;2;2;1;1;1;1;20.4;5.9;3.8;10.9;7.5;69.0;449.9;16.1;2.0;1.5;5.0;2.8;1.6;1.6;0.8;1.1;0.7;1.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;45;1;4096;1;1;1;27.9;-1.03;-0.03;-0.21;0.5;0.1;0.5;0;0;18;7;2024;18;13;59;3;255;4;2;2;3;3;27;185;10;1;1;2;2;1;1;1;0;1;1;3.3;2.0;1.9;2.7;2.3;19.2;118.9;6.2;1.0;0.5;2.0;0.9;0.8;0.8;0.8;0.0;0.7;1.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
550;100;5;60;1;4096;1;1;1;27.9;-1.03;-0.04;-0.21;0.9;0.2;0.4;0;0;18;7;2024;18;15;19;3;255;1;1;1;1;1;11;59;3;1;1;0;1;1;1;0;0;0;0;0.8;1.0;0.9;0.9;0.8;7.8;37.9;1.9;1.0;0.5;0.0;0.5;0.8;0.8;0.0;0.0;0.0;0.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
