input_wavelength;intensity;bandwidth;angle;gain;integrationtime;UVA;UVB;UVC;temp;AccX;AccY;AccZ;GYRO_X;GYRO_Y;GYRO_Z;input1;input2;day;month;year;hour;minute;second;VISgain;VISintegrationtime;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;CH17;CH18;c_CH1;c_CH2;c_CH3;c_CH4;c_CH5;c_CH6;c_CH7;c_CH8;c_CH9;c_CH10;c_CH11;c_CH12;c_CH13;c_CH14;c_CH15;c_CH16;c_CH17;c_CH18;temp1;temp2;temp3;Label;uiI2CReadError;uiI2CWriteError;uiStatus1;uiStatus2;Label.1;uiI2CReadError.1;uiI2CWriteError.1;Label.2;uiI2CError;uiI2CReadDetailError;uiI2CWriteDetailError
450;100;5;0;1;4096;1.0;1.0;1.0;26.3;-1.03;-0.04;-0.21;0.5;0.3;0.5;0;0;18;7;2024;17;28;50;3;255;13;932;3503;26;26;22;54;34;27;21;22;40;19;13;4;4;2;4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;28;28;27;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;-15;1;4096;1.0;1.0;1.0;26.6;-1.03;-0.02;-0.22;0.4;0.3;0.7;0;0;18;7;2024;17;32;0;3;255;3;200;1864;9;9;12;30;41;28;55;5;22;20;6;3;1;2;10;0.22641509433962265;0.2145918030985606;0.5321086989524821;0.3446808510638298;0.34871794871794864;0.5414012738853503;0.5561959654178674;1.2037914691943126;1.036764705882353;2.626168224299066;0.22727272727272727;0.5483870967741934;1.0576923076923077;0.46534653465346537;0.7575757575757577;0.2558139534883721;1.0;2.487179487179487;28;28;27;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;-30;1;4096;1.0;1.0;1.0;26.7;-1.03;-0.01;-0.21;0.5;-0.4;0.9;0;0;18;7;2024;17;33;50;3;255;1;33;337;5;2;3;6;11;7;25;2;4;5;1;1;1;1;4;0.07547169811320756;0.03538072739259422;0.09618946409594656;0.1914893617021277;0.07692307692307693;0.1337579617834395;0.11239193083573487;0.3222748815165876;0.2610294117647059;1.1962616822429908;0.09090909090909091;0.10215053763440858;0.2628205128205128;0.07920792079207922;0.24242424242424246;0.2558139534883721;0.46666666666666656;1.0;28;28;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;-45;1;4096;1.0;1.0;1.0;26.9;-1.02;-0.05;-0.2;0.9;-0.1;0.2;0;0;18;7;2024;17;35;40;3;255;0;10;83;2;1;1;2;3;2;4;1;2;2;1;0;0;0;1;0.0;0.010768047467311283;0.023683011993320176;0.07659574468085108;0.041025641025641026;0.044585987261146494;0.037463976945244955;0.0900473933649289;0.0735294117647059;0.1869158878504673;0.045454545454545456;0.04838709677419355;0.10256410256410257;0.07920792079207922;0.0;0.0;0.0;0.2564102564102564;28;28;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;-60;1;4096;1.0;1.0;1.0;26.9;-1.02;-0.06;-0.2;0.7;0.1;0.4;0;0;18;7;2024;17;37;30;3;255;0;4;26;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0.0;0.004285243379848368;0.007408531956884772;0.03829787234042554;0.0;0.0;0.017291066282420747;0.02843601895734597;0.03676470588235295;0.04672897196261683;0.0;0.026881720430107527;0.05128205128205129;0.07920792079207922;0.0;0.0;0.0;0.0;28;28;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;-75;1;4096;1.0;1.0;1.0;27.1;-1.02;-0.05;-0.19;0.9;0.3;0.2;0;0;18;7;2024;17;39;10;3;255;0;2;9;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0.0;0.0021975607076145476;0.0025808410505541216;0.0;0.0;0.0;0.017291066282420747;0.02843601895734597;0.03676470588235295;0.0;0.0;0.0;0.05128205128205129;0.07920792079207922;0.0;0.2558139534883721;0.0;0.0;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;15;1;4096;1.0;1.0;1.0;27.1;-1.02;-0.04;-0.19;0.7;-0.4;0.7;0;0;18;7;2024;17;40;50;3;255;23;742;1306;46;23;9;19;8;6;4;18;14;4;6;2;3;1;1;1.7735849056603774;0.7961762443687507;0.3728252618794596;1.7744680851063832;0.8871794871794871;0.40764331210191085;0.3515850144092219;0.23696682464454977;0.22426470588235298;0.1869158878504673;0.8181818181818182;0.3494623655913978;0.2115384615384615;0.46534653465346537;0.4848484848484849;0.7441860465116279;0.46666666666666656;0.2564102564102564;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;30;1;4096;1.0;1.0;1.0;27.2;-1.03;-0.02;-0.21;0.5;0.4;0.6;0;0;18;7;2024;17;42;30;3;255;8;112;230;20;6;2;4;2;2;1;4;3;1;2;1;1;0;0;0.6132075471698113;0.12020657070651575;0.0656444511917413;0.7702127659574469;0.23076923076923075;0.08917197452229299;0.07492795389048991;0.05687203791469194;0.0735294117647059;0.04672897196261683;0.18181818181818182;0.07526881720430106;0.05128205128205129;0.15841584158415845;0.24242424242424246;0.2558139534883721;0.0;0.0;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;45;1;4096;1.0;1.0;1.0;27.2;-1.02;-0.04;-0.21;0.8;0.0;0.2;0;0;18;7;2024;17;44;0;3;255;2;23;97;5;2;1;2;1;1;1;2;1;1;1;0;1;0;0;0.15094339622641512;0.02472255796066366;0.027690906330651282;0.1914893617021277;0.07692307692307693;0.044585987261146494;0.037463976945244955;0.02843601895734597;0.03676470588235295;0.04672897196261683;0.09090909090909091;0.026881720430107527;0.05128205128205129;0.07920792079207922;0.0;0.2558139534883721;0.0;0.0;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;60;1;4096;1.0;1.0;1.0;27.3;-1.02;-0.03;-0.21;0.6;0.1;0.6;0;0;18;7;2024;17;45;20;3;255;1;8;36;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0.07547169811320756;0.008570486759696736;0.01026263853043874;0.03829787234042554;0.041025641025641026;0.044585987261146494;0.017291066282420747;0.0;0.03676470588235295;0.0;0.045454545454545456;0.026881720430107527;0.05128205128205129;0.07920792079207922;0.0;0.0;0.0;0.0;36;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
450;100;5;75;1;4096;1.0;1.0;1.0;27.4;-1.03;-0.03;-0.19;0.5;0.2;0.6;0;0;18;7;2024;17;47;9;3;255;0;3;10;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0.0;0.003186463026041094;0.00285410657355397;0.03829787234042554;0.0;0.0;0.017291066282420747;0.0;0.03676470588235295;0.0;0.0;0.0;0.0;0.07920792079207922;0.0;0.0;0.0;0.0;29;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
