input_wavelength;intensity;bandwidth;angle;gain;integrationtime;UVA;UVB;UVC;temp;AccX;AccY;AccZ;GYRO_X;GYRO_Y;GYRO_Z;input1;input2;day;month;year;hour;minute;second;VISgain;VISintegrationtime;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;CH17;CH18;c_CH1;c_CH2;c_CH3;c_CH4;c_CH5;c_CH6;c_CH7;c_CH8;c_CH9;c_CH10;c_CH11;c_CH12;c_CH13;c_CH14;c_CH15;c_CH16;c_CH17;c_CH18;temp1;temp2;temp3;Label;uiI2CReadError;uiI2CWriteError;uiStatus1;uiStatus2;Label.1;uiI2CReadError.1;uiI2CWriteError.1;Label.2;uiI2CError;uiI2CReadDetailError;uiI2CWriteDetailError
500;100;5;0;1;4096;1.0;1.0;1.0;27.6;-1.01;-0.06;-0.2;1.0;-0.2;0.3;0;0;18;7;2024;17;56;29;3;174;14;33;37;571;3790;56;78;41;20;30;16;46;13;10;5;4;13;5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;-15;1;4096;1.0;1.0;1.0;27.6;-1.05;-0.01;-0.23;0.2;0.1;0.9;0;0;18;7;2024;17;57;49;3;255;4;15;25;107;1517;53;65;69;30;118;6;35;21;7;4;2;23;18;0.19788240131578944;0.3099524456521739;0.46162221623563215;0.12812424443907156;0.2736198172550533;0.6459018640350878;0.5703436876247504;1.1518823818897637;1.025390625;2.6941636029411757;0.25634765625000006;0.5199163732394365;1.1052497079439252;0.47325721153846156;0.5502096036585366;0.3338481104651163;1.2088815789473684;2.4414062499999996;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;-30;1;4096;1.0;1.0;1.0;27.7;-1.04;-0.02;-0.21;0.2;0.3;0.7;0;0;18;7;2024;17;59;9;3;255;2;4;5;23;330;13;14;19;7;54;2;7;6;2;1;1;5;9;0.09594298245614036;0.08279551630434782;0.09232444324712645;0.027502417794970986;0.05951698812991297;0.15933388157894737;0.1228012724550898;0.31757504921259844;0.24027305074257424;1.2331495098039214;0.08544921875000001;0.10269953051643192;0.3130476051401869;0.14022435897435898;0.13338414634146342;0.17487281976744187;0.2662417763157895;1.2276785714285712;28;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;-45;1;4096;1.0;1.0;1.0;27.7;-1.01;-0.07;-0.19;1.1;0.2;-0.0;0;0;18;7;2024;18;0;19;3;255;1;1;1;8;105;4;5;4;2;8;1;3;2;1;0;0;1;2;0.04797149122807018;0.02122961956521739;0.017679148706896554;0.009520067698259187;0.018927409768037622;0.04797149122807017;0.0436626746506986;0.06728284940944881;0.06768254950495049;0.1831852532679738;0.04272460937500001;0.04493104460093896;0.1022196261682243;0.07011217948717949;0.0;0.0;0.05037006578947368;0.2650669642857142;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;-60;1;4096;1.0;1.0;1.0;27.7;-1.03;-0.01;-0.21;0.3;0.1;0.8;0;0;18;7;2024;18;1;59;3;255;0;1;1;4;36;1;2;2;1;2;0;1;1;1;0;0;1;1;0.0;0.02122961956521739;0.017679148706896554;0.004760033849129593;0.006501049489402022;0.011992872807017543;0.017737961576846303;0.03229576771653543;0.033841274752475246;0.04467933006535947;0.0;0.01604680164319249;0.05110981308411215;0.07011217948717949;0.0;0.0;0.05037006578947368;0.13950892857142855;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;-75;1;4096;1.0;1.0;1.0;27.7;-1.03;-0.01;-0.2;0.3;0.1;1.0;0;0;18;7;2024;18;3;9;3;255;0;0;0;2;13;1;1;1;1;1;1;1;0;0;0;1;0;0;0.0;0.0;0.0;0.0023800169245647967;0.002350933025687816;0.011992872807017543;0.008186751497005988;0.016147883858267716;0.033841274752475246;0.022339665032679736;0.04272460937500001;0.01604680164319249;0.0;0.0;0.0;0.17487281976744187;0.0;0.0;29;29;29;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;15;1;4096;1.0;1.0;1.0;27.5;-1.02;-0.05;-0.19;0.8;0.2;0.3;0;0;18;7;2024;17;54;19;3;211;30;33;17;1126;3702;32;34;12;5;6;16;20;4;5;3;4;3;1;1.774040052962595;0.8254716981132075;0.3795272175233138;1.6279515346155247;0.8063238600849638;0.4716981132075471;0.36083493390577326;0.2404917545684148;0.2043246777507939;0.16725243556542108;0.8254716981132075;0.36041722030294976;0.25458472932463405;0.4127358490566037;0.5033364012885411;0.8254716981132074;0.19116186693147966;0.16846361185983824;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;30;1;4096;1.0;1.0;1.0;27.5;-1.03;-0.02;-0.21;0.5;0.1;0.9;0;0;18;7;2024;17;52;49;3;255;14;10;4;349;968;23;9;4;2;3;5;5;2;2;1;2;1;1;0.68359375;0.2080502717391304;0.07464529454022989;0.41782519342359764;0.17459276082608083;0.28097587719298245;0.0791385978043912;0.06728284940944881;0.06768254950495049;0.06701899509803921;0.213623046875;0.07381528755868544;0.1022196261682243;0.14022435897435898;0.13338414634146342;0.3338481104651163;0.05037006578947368;0.13950892857142855;29;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;45;1;4096;1.0;1.0;1.0;27.4;-1.02;-0.04;-0.2;0.7;0.1;0.4;0;0;18;7;2024;17;51;19;3;255;3;3;2;56;259;17;3;1;1;1;2;2;1;1;1;0;1;0;0.14391447368421054;0.06156589673913042;0.037322647270114945;0.06703714337524178;0.04670680205116508;0.20730537280701755;0.025924713073852287;0.016147883858267716;0.033841274752475246;0.022339665032679736;0.08544921875000001;0.02888424295774648;0.05110981308411215;0.07011217948717949;0.13338414634146342;0.0;0.05037006578947368;0.0;29;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;60;1;4096;1.0;1.0;1.0;27.4;-1.02;-0.03;-0.19;0.6;-0.1;0.4;0;0;18;7;2024;17;49;59;3;255;1;1;1;15;80;5;1;1;1;0;1;1;1;1;0;0;0;0;0.04797149122807018;0.02122961956521739;0.017679148706896554;0.017982350096711796;0.014441445729225155;0.06167763157894737;0.008186751497005988;0.016147883858267716;0.033841274752475246;0.0;0.04272460937500001;0.01604680164319249;0.05110981308411215;0.07011217948717949;0.0;0.0;0.0;0.0;29;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
500;100;5;75;1;4096;1.0;1.0;1.0;27.4;-1.03;-0.04;-0.2;0.7;-0.1;0.6;0;0;18;7;2024;17;48;29;3;255;0;0;0;4;21;1;1;0;1;0;0;1;0;0;0;0;0;0;0.0;0.0;0.0;0.004760033849129593;0.003790279776108928;0.011992872807017543;0.008186751497005988;0.0;0.033841274752475246;0.0;0.0;0.01604680164319249;0.0;0.0;0.0;0.0;0.0;0.0;28;29;28;ES1;0x0000;0x0000;0x00;0x00;ES2;0x00;0x00;ES3;0x00;0x0000;0x0000
