input_wavelength,intensity,bandwidth,gain,integrationtime,UVA,UVB,UVC,temp,AccX,AccY,AccZ,GYRO_X,GYRO_Y,GYRO_Z,input1,input2,day,month,year,hour,minute,second,VISgain,VISintegrationtime,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,c_CH1,c_CH2,c_CH3,c_CH4,c_CH5,c_CH6,c_CH7,c_CH8,c_CH9,c_CH10,c_CH11,c_CH12,c_CH13,c_CH14,c_CH15,c_CH16,c_CH17,c_CH18,temp1,temp2,temp3,Label,uiI2CReadError,uiI2CWriteError,uiStatus1,uiStatus2,Label.1,uiI2CReadError.1,uiI2CWriteError.1,Label.2,uiI2CError,uiI2CReadDetailError,uiI2CWriteDetailError
590,100,5,1,4096,1,1,1,27.4,-1.02,-0.01,-0.19,0.4,0.1,0.6,0,0,16,7,2024,18,46,39,3,111,26,35,31,20,38,42,66,3792,312,42,56,65,57,48,197,54,18,10,21.2,34.2,29.1,18.1,28.6,29.9,42.4,2351.2,314.7,21.5,56.1,30.2,46.9,37.4,161.2,57.5,13.2,9.7,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
600,100,5,64,4096,13,9,23,27.3,-1.03,-0.03,-0.17,0.5,0.2,0.4,0,0,16,7,2024,18,46,59,3,75,17,45,23,16,44,38,41,460,3751,43,33,46,38,53,91,30,13,5,13.9,43.9,21.6,14.5,33.1,27.0,26.4,285.2,3783.0,22.0,33.1,21.3,31.3,41.2,73.6,31.9,9.5,4.9,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
610,100,5,1,4096,1,1,1,27.3,-1.03,-0.02,-0.18,0.4,0.1,0.6,0,0,16,7,2024,18,47,19,2,170,13,25,23,15,22,26,32,39,4052,65,19,26,22,22,41,33,13,6,10.6,24.4,21.6,13.6,16.5,18.5,20.6,24.2,4086.5,33.2,19.0,12.1,18.1,17.1,33.5,35.1,9.5,5.8,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
620,100,5,1,4096,1,1,1,27.3,-1.02,-0.05,-0.17,0.9,0.1,0.5,0,0,16,7,2024,18,47,39,3,66,7,31,65,9,36,37,53,30,3810,376,33,43,31,30,106,27,4,4,5.7,30.3,61.1,8.1,27.1,26.3,34.1,18.6,3842.5,192.7,33.1,20.0,25.5,23.3,86.7,28.7,2.9,3.9,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
630,100,5,64,4096,13,7,12,27.3,-1.02,-0.05,-0.17,0.8,0.2,0.3,0,0,16,7,2024,18,47,59,3,190,26,60,82,28,97,85,169,77,933,3784,134,131,85,83,374,73,14,24,21.2,58.6,77.1,25.4,72.9,60.5,108.6,47.7,940.9,1933.7,134.3,60.8,69.9,64.6,305.9,77.7,10.2,23.3,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
640,100,5,64,4096,12,7,13,27.3,-1.02,-0.05,-0.17,0.8,0.1,0.3,0,0,16,7,2024,18,48,19,3,121,27,61,65,19,54,49,85,63,76,3775,83,117,58,44,93,148,27,8,22.0,59.6,61.1,17.2,40.6,34.9,54.6,39.1,76.6,1929.1,83.2,54.3,47.7,34.2,76.1,157.6,19.7,7.8,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
650,100,5,1,4096,1,1,1,27.4,-1.02,-0.04,-0.17,0.9,0.1,0.4,0,0,16,7,2024,18,48,39,3,211,32,99,105,48,99,120,154,87,105,3780,223,194,90,78,71,291,46,11,26.1,96.7,98.7,43.5,74.4,85.4,99.0,53.9,105.9,1931.7,223.4,90.0,74.0,60.7,58.1,309.8,33.6,10.7,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
660,100,5,1,4096,1,1,1,27.4,-1.02,-0.05,-0.17,0.8,0.2,0.3,0,0,16,7,2024,18,49,9,3,255,28,50,99,66,90,151,121,97,118,897,1338,425,107,91,67,353,66,25,22.8,48.8,93.1,59.8,67.7,107.5,77.8,60.1,119.0,458.4,1340.6,197.2,88.0,70.8,54.8,375.8,48.2,24.3,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
670,100,5,1,4096,1,1,1,27.4,-1.04,-0.01,-0.18,0.5,0.2,0.6,0,0,16,7,2024,18,49,39,3,108,12,17,42,17,36,40,46,40,40,48,3854,578,48,38,27,81,20,10,9.8,16.6,39.5,15.4,27.1,28.5,29.6,24.8,40.3,24.5,3861.5,268.2,39.5,29.6,22.1,86.2,14.6,9.7,28,29,29,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
680,100,5,1,4096,1,1,1,27.4,-1.02,-0.05,-0.17,0.9,0.1,0.5,0,0,16,7,2024,18,49,59,2,225,9,10,36,12,28,31,32,22,19,13,4093,1341,33,26,16,49,6,7,7.3,9.8,33.8,10.9,21.1,22.1,20.6,13.6,19.2,6.6,4100.9,622.4,27.1,20.2,13.1,52.2,4.4,6.8,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
690,100,5,1,4096,1,1,1,27.4,-1.01,-0.05,-0.17,1.0,-0.2,0.3,0,0,16,7,2024,18,50,19,2,250,12,15,31,12,29,26,38,28,22,14,3224,4058,52,60,18,79,4,16,9.8,14.6,29.1,10.9,21.8,18.5,24.4,17.4,22.2,7.2,3230.3,1883.3,42.8,46.7,14.7,84.1,2.9,15.6,28,29,29,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
700,100,5,1,4096,1,1,1,27.4,-1.02,-0.02,-0.18,0.6,0.1,0.4,0,0,16,7,2024,18,50,39,2,242,11,12,19,11,41,32,27,18,31,15,403,4073,100,33,18,28,3,11,9.0,11.7,17.9,10.0,30.8,22.8,17.4,11.2,31.3,7.7,403.8,1890.3,82.3,25.7,14.7,29.8,2.2,10.7,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
710,100,5,1,4096,1,1,1,27.4,-1.02,-0.02,-0.18,0.7,0.0,0.5,0,0,16,7,2024,18,50,59,3,148,22,20,48,21,54,71,58,39,59,30,103,3753,1091,75,50,63,8,16,18.0,19.5,45.1,19.0,40.6,50.5,37.3,24.2,59.5,15.3,103.2,1741.7,897.5,58.4,40.9,67.1,5.8,15.6,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
720,100,5,1,4096,1,1,1,27.4,-1.03,-0.01,-0.17,0.3,0.3,0.7,0,0,16,7,2024,18,51,19,3,125,18,16,66,24,27,44,60,33,36,22,47,614,3783,81,90,66,6,8,14.7,15.6,62.1,21.7,20.3,31.3,38.6,20.5,36.3,11.2,47.1,285.0,3112.2,63.0,73.6,70.3,4.4,7.8,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
730,100,5,1,4096,1,1,1,27.4,-1.03,-0.03,-0.17,0.7,0.2,0.5,0,0,16,7,2024,18,51,39,3,100,10,22,36,12,27,35,54,22,40,19,30,68,3846,112,85,29,4,5,8.2,21.5,33.8,10.9,20.3,24.9,34.7,13.6,40.3,9.7,30.1,31.6,3164.0,87.2,69.5,30.9,2.9,4.9,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
740,100,5,1,4096,1,1,1,27.4,-1.03,0.0,-0.19,0.3,0.2,0.7,0,0,16,7,2024,18,51,59,3,200,16,51,38,16,53,58,89,44,95,28,51,82,3934,734,76,46,9,9,13.1,49.8,35.7,14.5,39.8,41.3,57.2,27.3,95.8,14.3,51.1,38.1,3236.4,571.2,62.2,49.0,6.6,8.8,28,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
750,100,5,1,4096,1,1,1,27.4,-1.03,-0.02,-0.18,0.5,-0.0,0.6,0,0,16,7,2024,18,52,19,3,250,28,40,51,30,65,80,91,62,74,32,60,88,686,3857,103,116,20,9,22.8,39.1,47.9,27.2,48.9,56.9,58.5,38.4,74.6,16.4,60.1,40.8,564.4,3001.5,84.3,123.5,14.6,8.8,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
760,100,5,1,4096,1,1,1,27.4,-1.02,-0.02,-0.18,0.5,0.1,0.5,0,0,16,7,2024,18,52,39,3,133,19,25,23,17,31,41,39,31,48,18,31,50,101,3888,77,55,15,5,15.5,24.4,21.6,15.4,23.3,29.2,25.1,19.2,48.4,9.2,31.1,23.2,83.1,3025.6,63.0,58.6,11.0,4.9,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
770,100,5,1,4096,1,1,1,27.4,-1.02,-0.06,-0.16,1.0,0.1,0.4,0,0,16,7,2024,18,52,59,3,235,19,29,32,18,36,44,50,42,64,30,53,80,98,3892,123,21,10,10,15.5,28.3,30.1,16.3,27.1,31.3,32.1,26.0,64.5,15.3,53.1,37.1,80.6,3028.7,100.6,22.4,7.3,9.7,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
780,100,5,1,4096,1,1,1,27.4,-1.02,-0.04,-0.18,0.8,0.1,0.2,0,0,16,7,2024,18,53,19,3,255,10,21,24,15,30,43,45,33,52,24,54,72,70,611,91,8,5,8,8.2,20.5,22.6,13.6,22.6,30.6,28.9,20.5,52.4,12.3,54.1,33.4,57.6,475.5,74.4,8.5,3.7,7.8,29,29,28,ES1,0x0000,0x0000,0x00,0x00,ES2,0x00,0x00,ES3,0x00,0x0000,0x0000
