Data from USB2H144621__19__13-55-21-489.txt Node

Date: Tue Apr 23 13:55:21 CEST 2024
User: experimenter
Spectrometer: USB2+H14462
Trigger mode: 0
Integration Time (sec): 4,500000E-2
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
171,283	-82,34
171,67	-82,34
172,056	-82,34
172,443	-83,89
172,829	-102,02
173,216	-108,23
173,602	-111,34
173,989	-90,63
174,375	-89,07
174,762	-33,66
175,148	-49,2
175,534	-63,18
175,921	-34,18
176,307	-49,2
176,693	2,59
177,08	39,36
177,466	2,59
177,852	64,21
178,238	72,5
178,624	103,05
179,01	120,66
179,396	115,48
179,782	169,34
180,168	188,5
180,554	212,32
180,94	198,34
181,326	218,54
181,712	251,68
182,098	266,7
182,484	260,48
182,87	276,54
183,255	296,22
183,641	284,3
184,027	302,95
184,413	310,72
184,798	302,95
185,184	349,55
185,57	334,54
185,955	334,54
186,341	336,61
186,726	332,47
187,112	338,16
187,497	306,57
187,883	340,23
188,268	303,47
188,653	340,75
189,039	353,18
189,424	323,14
189,809	309,16
190,195	306,05
190,58	321,59
190,965	358,88
191,35	294,66
191,735	329,88
192,12	325,73
192,505	348,52
192,891	319,52
193,276	346,45
193,661	310,72
194,046	297,25
194,43	310,2
194,815	292,59
195,2	302,43
195,585	317,97
195,97	321,59
196,355	326,77
196,739	303,47
197,124	313,3
197,509	313,82
197,894	292,59
198,278	327,8
198,663	292,59
199,047	307,09
199,432	311,23
199,816	304,5
200,201	310,72
200,585	315,38
200,97	300,36
201,354	309,68
201,739	319
202,123	280,68
202,507	313,3
202,892	337,64
203,276	287,41
203,66	283,79
204,044	298,8
204,428	309,68
204,813	280,68
205,197	307,61
205,581	302,43
205,965	324,7
206,349	317,97
206,733	299,84
207,117	344,89
207,501	314,34
207,885	326,77
208,269	329,36
208,652	322,11
209,036	302,43
209,42	309,16
209,804	333,5
210,187	329,88
210,571	297,77
210,955	309,16
211,338	284,82
211,722	315,38
212,106	326,25
212,489	337,13
212,873	315,38
213,256	280,16
213,64	328,32
214,023	340,75
214,406	328,84
214,79	342,82
215,173	310,2
215,556	331,43
215,94	333,5
216,323	292,07
216,706	319
217,089	345,41
217,472	340,75
217,856	320,55
218,239	334,02
218,622	327,29
219,005	311,75
219,388	301,39
219,771	331,95
220,154	340,75
220,537	326,77
220,919	322,11
221,302	329,88
221,685	326,25
222,068	325,22
222,451	373,38
222,833	378,04
223,216	337,64
223,599	340,23
223,981	365,09
224,364	360,95
224,746	343,86
225,129	383,73
225,512	385,8
225,894	355,77
226,276	340,75
226,659	352,14
227,041	339,72
227,424	351,63
227,806	356,8
228,188	334,54
228,57	329,36
228,953	345,93
229,335	366,13
229,717	338,16
230,099	371,82
230,481	312,27
230,863	343,34
231,245	357,84
231,627	371,82
232,009	350,07
232,391	370,79
232,773	387,36
233,155	354,73
233,537	409,11
233,919	365,61
234,301	350,59
234,682	363,02
235,064	346,97
235,446	364,05
235,828	340,23
236,209	391,5
236,591	375,45
236,972	381,14
237,354	393,05
237,736	355,25
238,117	375,45
238,498	392,02
238,88	396,16
239,261	371,82
239,643	348
240,024	392,54
240,405	400,82
240,787	388,91
241,168	399,27
241,549	424,64
241,93	416,88
242,311	408,59
242,692	383,22
243,073	392,02
243,455	423,61
243,836	455,72
244,217	485,23
244,597	472,29
244,978	546,86
245,359	513,2
245,74	573,79
246,121	621,95
246,502	598,64
246,883	611,59
247,263	663,38
247,644	718,79
