Device number: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(Rf; Chroma; Hue) for Hue Bin 4;89;4%;6%;74;10%;13%;0;0%;0%;0;0%;0%;0;19%;-491%;0;0%;0%;0;0%;0%;0;-9%;-777%;1;133%;-210%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;3;-71%;4%;30;-50%;14%;17;-89%;3%;64;199%;127%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;5;617%;270%;78;12%;-14%;84;11%;2%;51;-30%;-21%;87;-3%;-7%;92;0%;3%;88;-5%;-7%;97;1%;1%;96;-2%;1%;97;-1%;1%;96;1%;2%
(Rf; Chroma; Hue) for Hue Bin 5;88;10%;4%;73;21%;9%;0;0%;0%;0;0%;0%;0;-183%;-524%;0;0%;0%;0;0%;0%;0;-327%;-772%;0;44%;-311%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;16;-74%;4%;43;-53%;3%;40;-89%;2%;85;54%;-10%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;35;229%;-31%;84;12%;-11%;72;8%;-16%;52;-40%;-15%;87;-6%;-7%;92;1%;1%;92;-6%;-2%;97;2%;1%;96;-1%;2%;97;0%;1%;95;3%;2%
(Rf; Chroma; Hue) for Hue Bin 6;90;6%;1%;82;11%;1%;0;0%;0%;0;0%;0%;0;-346%;-384%;0;0%;0%;0;0%;0%;0;-504%;-492%;0;-56%;-268%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;1;-81%;-9%;19;-64%;-17%;32;-93%;8%;60;-3%;-58%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;2;146%;-82%;20;-7%;-41%;64;1%;-22%;41;-44%;5%;89;-6%;0%;92;-1%;1%;92;-4%;4%;97;2%;0%;95;-2%;2%;97;-1%;1%;95;3%;1%
(Rf; Chroma; Hue) for Hue Bin 7;85;7%;-6%;69;16%;-13%;0;0%;0%;0;0%;0%;0;-403%;-200%;0;0%;0%;0;0%;0%;0;-347%;-87%;0;-135%;-166%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;-91%;-4%;1;-76%;-19%;0;-90%;-1%;58;-46%;-52%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;11;2%;-132%;74;16%;-3%;75;15%;-5%;39;-21%;34%;88;-2%;7%;93;2%;-1%;85;-2%;10%;97;2%;-1%;96;0%;0%;98;-1%;0%;95;3%;-1%
(Rf; Chroma; Hue) for Hue Bin 8;90;3%;-6%;80;5%;-12%;0;0%;0%;0;0%;0%;0;-406%;-60%;0;0%;0%;0;0%;0%;0;-471%;-10%;0;-121%;-75%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;-96%;23%;2;-91%;10%;1;-91%;0%;1;-75%;-26%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;5;49%;-48%;68;20%;-10%;78;9%;-15%;49;-7%;34%;93;2%;4%;95;0%;-3%;93;2%;4%;97;0%;-2%;97;-1%;0%;98;-1%;0%;95;1%;-3%
(Rf; Chroma; Hue) for Hue Bin 9;88;0%;-8%;64;-1%;-26%;0;0%;0%;0;0%;0%;0;-201%;27%;0;0%;0%;0;0%;0%;0;-319%;93%;38;-21%;-14%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;-92%;27%;0;-88%;23%;0;-86%;5%;1;-68%;38%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;28;36%;-17%;70;8%;-12%;70;0%;-16%;74;0%;15%;94;3%;1%;93;-2%;-3%;91;4%;3%;98;0%;-2%;97;-1%;-1%;97;-1%;-1%;96;0%;-3%
(Rf; Chroma; Hue) for Hue Bin 10;89;-3%;-6%;63;-12%;-23%;0;0%;0%;0;0%;0%;14;-48%;-11%;0;0%;0%;0;0%;0%;0;50%;-85%;2;40%;-42%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;1;-75%;43%;0;-71%;38%;0;-84%;13%;19;-38%;56%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;13;51%;-34%;68;9%;-15%;74;-2%;-15%;89;3%;6%;86;0%;-1%;88;-7%;0%;92;3%;2%;97;-1%;0%;94;-3%;1%;95;-2%;2%;97;-2%;-1%
(Rf; Chroma; Hue) for Hue Bin 11;92;-5%;-2%;66;-15%;-15%;0;0%;0%;0;0%;0%;0;-8%;-95%;0;0%;0%;0;0%;0%;0;43%;-223%;1;68%;-109%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;2;-51%;37%;10;-50%;39%;1;-77%;17%;61;0%;59%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;45;64%;-27%;75;0%;-6%;51;-28%;11%;69;-15%;8%;88;-3%;-4%;84;-11%;4%;93;2%;-1%;98;-1%;0%;93;-4%;3%;95;-3%;1%;97;-2%;0%
(Rf; Chroma; Hue) for Hue Bin 12;94;-3%;1%;73;-18%;-6%;0;0%;0%;0;0%;0%;0;-61%;-108%;0;0%;0%;0;0%;0%;0;-62%;-312%;0;22%;-193%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;23;-45%;26%;27;-29%;28%;0;-76%;7%;85;-4%;8%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;53;6%;53%;39;-15%;31%;43;-22%;31%;61;-17%;15%;70;-14%;15%;71;-12%;15%;87;-4%;1%;93;-2%;5%;92;-3%;5%;95;-3%;2%;98;-1%;0%
(Rf; Chroma; Hue) for Hue Bin 13;95;2%;3%;88;-3%;7%;0;0%;0%;0;0%;0%;0;-113%;-151%;0;0%;0%;0;0%;0%;0;-155%;-283%;0;-53%;-204%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;30;-48%;3%;63;-36%;-2%;39;-77%;-2%;47;25%;-41%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;11;70%;-28%;8;-18%;86%;17;-16%;92%;31;-33%;57%;82;-6%;12%;82;-3%;14%;95;-3%;1%;97;1%;2%;95;-1%;4%;97;-1%;2%;98;1%;1%
(Rf; Chroma; Hue) for Hue Bin 14;92;-1%;4%;67;-20%;16%;0;0%;0%;0;0%;0%;0;-213%;-194%;0;0%;0%;0;0%;0%;0;-382%;-348%;0;-135%;-224%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;26;-45%;-18%;23;-35%;-32%;21;-85%;0%;39;0%;-51%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;3;30%;-77%;9;23%;106%;12;8%;63%;47;-17%;33%;82;-6%;13%;82;-4%;15%;92;-3%;6%;96;0%;3%;96;0%;4%;95;-2%;4%;96;-1%;3%
(Rf; Chroma; Hue) for Hue Bin 15;92;2%;0%;73;-6%;11%;0;0%;0%;0;0%;0%;0;-220%;-92%;0;0%;0%;0;0%;0%;0;-371%;-153%;0;-194%;-169%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;3;-69%;-28%;5;-57%;-42%;2;-87%;-13%;17;-62%;-75%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;25;28%;27%;43;25%;34%;55;20%;23%;50;-2%;36%;75;3%;16%;82;6%;9%;84;0%;10%;96;1%;2%;96;1%;2%;97;0%;2%;97;1%;1%
(Rf; Chroma; Hue) for Hue Bin 16;91;-1%;4%;70;-7%;17%;0;0%;0%;0;0%;0%;0;-174%;-11%;0;0%;0%;0;0%;0%;0;-349%;-18%;0;-127%;-51%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;-87%;-19%;1;-88%;-22%;1;-92%;-7%;0;-88%;-18%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;0;0%;0%;21;38%;19%;31;41%;19%;45;31%;25%;71;11%;18%;84;5%;11%;84;3%;11%;91;5%;2%;96;1%;1%;97;2%;0%;95;0%;3%;96;1%;2%
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CIE2017 Color Fidelity Index;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf (general fidelity index);91,2;74,9;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;1,2;3,4;1;3,3;0;0;0;0;0;0;0;14;51;60,2;59;85,8;88,4;89,7;97;95,5;96,6;96,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf1;95;94,1;0;0;0;0;0;0;64,2;0;0;0;0;0;0;0;0;0;0;4,1;3,3;3;2,8;0;0;0;0;0;0;0;37,9;66,8;77,9;88,6;94,2;95,6;92,8;97,9;97,5;98,8;97,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf2;93,2;90,5;0;0;0;0;0;0;22,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,8;39,9;58,3;80,6;88,3;92,7;88;97,2;96,1;98;96,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf3;87,9;65,7;0;0;3,6;0;0;0;4,9;0;0;0;0;0;0;0;0;0;0;8,8;1,9;0,2;0;0;0;0;0;0;0;0;18,7;33,9;48,6;73,4;84,9;85,1;89;96,9;95;95,8;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf4;89,2;69,4;0;0;0,8;0;0;33,8;32,4;0;0;0;0;0;0;0;0;0;0;0,2;0,5;1,4;10,2;0;0;0;0;0;0;0;11,7;56,8;69,5;80,8;90,5;94;89,8;97,5;96,9;98,3;95,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf5;90;82,4;0;0;0;0;0;4;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;10,6;31,9;70,5;80,3;87,9;88,5;97,9;94;96,8;97,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf6;97;82,6;0;0;65,3;0;0;54,3;46,4;0;0;0;0;0;0;0;0;0;0;1,3;0,9;0,3;0;0;0;0;0;0;0;0;0,1;0,8;12,1;47,6;71,6;84,8;87,8;96,5;95,6;98,6;98,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf7;99,1;98,8;0;0;47,7;0;0;44,5;3,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,6;46,5;64,5;81,3;90,5;95,9;89,1;98,5;97,5;98,8;98,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf8;98,1;98,1;0;0;45;0;0;41,3;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;18,9;39,5;69,5;82,4;92,6;89,9;98,6;97,6;98,5;99,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf9;96,9;92,9;0;0;71,9;0;0;88,2;59;0;0;0;0;0;0;0;0;0;0;72,2;71,2;60;45,5;0;0;0;0;0;0;0;80,8;91;93,7;88,2;99,1;96,7;96,8;98,2;98,3;98,4;98,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf10;96,4;96,3;0;0;0,1;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;49,4;67,3;69,2;86,6;87,9;83,9;96,9;93,3;95,2;96,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf11;93,9;95,5;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;13,7;39,1;57,4;78,2;82,4;78,9;95,2;89,7;93,9;95,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf12;95,5;79,2;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;41,4;62,1;69,2;85,3;89,2;83,2;97,4;93,9;96,3;96,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf13;96,7;93,1;0;0;0;0;0;0;16,8;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;13;68,1;81,5;66,2;92,6;96,8;89,4;97,1;96,8;98,9;97,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf14;98,5;95,2;0;0;4,7;0;0;0;68,3;0;0;0;0;0;0;0;0;0;0;50,1;52;46,5;46,1;0;0;0;0;0;0;0;63;86,2;94;89,4;95,9;99,1;95,6;99,4;99;99,4;99,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf15;91,6;78,2;0;0;0;0;0;0;50,3;0;0;0;0;0;0;0;0;0;0;4,6;4,5;1,6;0,2;0;0;0;0;0;0;0;24,8;67,7;81,3;69,2;92,1;96,1;88,7;97,4;99,2;99,4;97,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf16;93,3;84,9;0;0;0;0;0;0;11,8;0;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0,8;14,2;36,2;46,5;76,7;91,2;86,5;97,9;97,2;98,2;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf17;96,5;86,3;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0,7;1,3;0,4;0;0;0;0;0;0;0;0;0;0,5;10,7;29,6;66,3;82,6;81,2;96,7;94,5;96,9;98,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf18;92,7;80,3;0;0;0;0;0;0;39,4;0;0;0;0;0;0;0;0;0;0;5;6,4;2,1;0,3;0;0;0;0;0;0;0;15;58,1;76;64,6;89,7;98;88,7;97,9;98,4;99,4;97,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf19;98,7;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0,5;21,2;0;0;0;0;0;0;0;1,9;62,2;83,4;60,3;84;91,3;82,1;98,5;94;96,1;98,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf20;94;90,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;44,4;65;9,4;73,7;77,7;75,6;96,7;84;89,2;96,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf21;96,2;86,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0,1;5,9;0;0;0;0;0;0;0;0,5;60,7;85,2;53,3;82;92,3;84,5;98,9;94,3;96,7;98,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf22;92,6;72,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0,2;0;0;0;0;0;0;0;0,2;53,6;79,7;39,2;80,6;92,6;80,7;98,4;93,4;96,6;98,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf23;94,1;81,8;0;0;0;0;0;0;14,8;0;0;0;0;0;0;0;0;0;0;39,2;55,3;42,5;63,8;0;0;0;0;0;0;0;38,9;81,3;92,2;75,2;92,5;97,4;93;98,5;98,2;98,6;97,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf24;94,5;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3;13,2;2,7;57,4;0;0;0;0;0;0;0;5,1;80,5;97;60,1;86,7;92,7;89,8;97,8;95,5;96,8;97,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf25;94;89,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,1;36;0;0;0;0;0;0;0;0,2;70,4;92,6;49,9;82;89,4;89,1;96,9;92,5;95;96,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf26;91;82,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;4,4;0,6;25,3;0;0;0;0;0;0;0;0,5;74,4;92,7;41,6;83,6;93,4;86;97,5;95;96,7;96,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf27;84,4;52,9;0;0;0;0;0;0;9,2;0;0;0;0;0;0;0;0;0;0;29,5;57,7;40,6;66,7;0;0;0;0;0;0;0;26,1;90,3;82,3;66,8;94,8;86,8;89,9;96,5;97,9;96,1;93,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf28;94,6;88,2;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;28,5;48,7;34;84,8;0;0;0;0;0;0;0;35,4;91,3;95,5;75,3;94,5;92;97,1;97,5;95,6;97,2;96,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf29;82,7;63,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;12,3;2,3;30,7;0;0;0;0;0;0;0;0,1;74,5;80,7;27,8;81,3;95;82,4;96,3;96,2;96,8;94,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf30;79,3;57,2;0;0;0;0;0;0;41,5;0;0;0;0;0;0;0;0;0;0;14,7;50,1;35,4;35,5;0;0;0;0;0;0;0;4,8;86,3;72,1;45,9;85,7;95,3;82,4;97,2;95,9;99,1;95,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf31;83,9;63,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;14,5;2,8;40,6;0;0;0;0;0;0;0;0,2;79,3;81,3;26,1;83,7;95,5;83,5;96,4;95,1;97;94,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf32;86,7;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;1;23,3;0;0;0;0;0;0;0;0;23,2;55,8;20,3;76,5;92,7;87,2;96;93,1;95,3;93,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf33;84,7;68,7;0;0;0;0;0;0;5,2;0;0;0;0;0;0;0;0;0;0;8,5;46,1;28,5;50,7;0;0;0;0;0;0;0;3,1;84,3;78,6;39,7;84,3;97,7;83,3;97,7;99;97;96,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf34;90,3;81,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;8,8;1,4;60,2;0;0;0;0;0;0;0;1,9;82,2;89,4;48;88,1;87,7;94,3;95,7;92,7;95,2;94,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf35;94,9;91,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,8;47,4;27,9;56,3;0;0;0;0;0;0;0;40,3;89,7;91,4;73,8;93,8;92,4;97,9;97,3;96,3;97,1;96,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf36;78,8;28,5;0;0;0;0;0;0;96,1;0;0;0;0;0;0;0;0;0;0;63,2;88,4;78,8;70,6;0;0;0;0;0;0;0;50,6;98,2;71;76,6;96,5;79,2;90;95,3;97,6;93,4;92,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf37;90,3;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,6;27,9;8,4;58,7;0;0;0;0;0;0;0;0,8;1,7;7,7;16,8;58,5;84,8;92,6;96,4;94,1;94,5;93,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf38;76;47;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;16,3;63,7;47,6;64;0;0;0;0;0;0;0;4,8;91,9;64,8;44,8;91,2;87,1;84,1;95,7;95,9;97,7;93,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf39;95,1;90,1;0;0;0;0;0;0;65,9;0;0;0;0;0;0;0;0;0;0;55;74,2;76,9;63,5;0;0;0;0;0;0;0;54,6;91,1;92,6;74,6;97,7;98,8;96,6;98,6;99,1;99,3;98,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf40;92,7;86,6;0;0;0;0;0;0;30,2;0;0;0;0;0;0;0;0;0;0;15,8;45,1;54,7;36,2;0;0;0;0;0;0;0;16,7;83,5;89,5;57,6;96,4;97,8;95,5;97,5;97,6;98,9;96,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf41;89,5;76,6;0;0;0;0;0;0;74,1;0;0;0;0;0;0;0;0;0;0;48,7;77,1;75;58,1;0;0;0;0;0;0;0;30,3;53,6;67;57,6;90,5;95,5;90,8;98,5;99;98,8;97,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rf42;87,7;79,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;6;0;0;0;0;0;0;0;0,9;67,4;76,4;42,4;86,4;87,9;94,9;95;90,6;94,2;91,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
