Device number: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T_int [ms];1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Averages;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ev [lx] (CIE1931 2°);1,32E+00;1,27E+00;1,39E+00;1,27E+00;1,54E+00;1,72E+00;2,26E+00;2,70E+00;3,62E+00;6,08E+00;8,21E+00;1,31E+01;2,10E+01;3,34E+01;4,52E+01;5,50E+01;6,41E+01;6,66E+01;6,36E+01;5,96E+01;5,29E+01;4,62E+01;3,97E+01;3,16E+01;2,29E+01;1,55E+01;1,04E+01;6,90E+00;3,91E+00;2,85E+00;1,75E+00;1,69E+00;1,33E+00;1,22E+00;1,53E+00;1,13E+00;1,23E+00;1,35E+00;1,29E+00;1,33E+00;1,36E+00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hv [lx*s];Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (not calibrated);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (200-280nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (280-315nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (315-400nm);1,14E-03;1,01E-02;3,39E-03;0,00E+00;2,06E-04;1,10E-04;7,52E-06;9,83E-06;1,49E-05;2,83E-04;4,63E-06;6,69E-06;3,73E-07;6,72E-06;8,33E-07;3,08E-04;3,17E-04;3,22E-06;1,19E-04;5,70E-06;7,46E-06;2,15E-06;4,91E-06;3,82E-05;1,16E-05;7,76E-05;0,00E+00;2,62E-05;0,00E+00;1,58E-04;5,00E-06;6,95E-06;0,00E+00;9,32E-07;1,14E-05;0,00E+00;1,65E-06;3,27E-06;4,54E-06;2,94E-06;8,31E-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (400-550nm);1,63E-03;1,60E-03;1,99E-02;3,33E-02;4,25E-02;4,58E-02;4,55E-02;4,42E-02;4,53E-02;6,17E-02;6,41E-02;7,25E-02;7,60E-02;8,28E-02;8,53E-02;8,90E-02;9,47E-02;1,57E-02;2,34E-03;1,75E-03;2,19E-03;7,85E-04;1,67E-03;1,91E-03;9,83E-04;1,43E-03;1,47E-03;1,89E-03;5,84E-04;9,85E-04;8,32E-04;1,14E-03;9,93E-04;8,00E-04;1,87E-03;9,88E-04;1,23E-03;1,81E-03;1,31E-03;1,47E-03;1,72E-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (550-750nm);4,57E-03;4,32E-03;4,60E-03;4,21E-03;4,58E-03;4,48E-03;4,66E-03;4,59E-03;4,76E-03;5,43E-03;4,28E-03;4,18E-03;4,43E-03;4,33E-03;3,81E-03;4,39E-03;6,82E-03;8,57E-02;9,74E-02;9,67E-02;9,52E-02;9,69E-02;1,02E-01;1,02E-01;9,90E-02;9,51E-02;9,43E-02;9,13E-02;8,43E-02;7,92E-02;7,72E-02;7,37E-02;6,65E-02;6,23E-02;5,63E-02;5,15E-02;4,18E-02;1,42E-02;4,54E-03;4,70E-03;4,69E-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ee [W/sqm] (750-1000nm);4,72E-04;4,11E-04;2,99E-04;2,51E-04;4,08E-04;3,32E-04;2,67E-04;3,90E-04;2,95E-04;4,15E-04;2,56E-04;2,11E-04;2,81E-04;1,83E-04;9,12E-05;2,25E-04;2,94E-04;1,73E-04;4,84E-04;2,24E-04;5,17E-04;2,04E-04;5,68E-04;3,20E-04;2,79E-04;2,38E-04;2,10E-04;2,71E-04;1,77E-04;3,44E-04;1,48E-04;2,35E-04;2,02E-04;1,86E-04;3,73E-04;3,28E-04;2,37E-03;2,34E-02;3,02E-02;1,76E-02;3,60E-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (not calibrated);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (200-280nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (280-315nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (315-400nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (400-550nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (550-750nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
He [J/sqm] (750-1000nm);Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;Not calculated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time period for Hv and He [s];-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCT [K];3203;3364;0;0;1659;0;0;1387;1154;0;0;0;0;0;0;0;0;0;0;3347;2265;1515;1031;0;0;0;0;0;0;0;1036;1782;2176;2322;3225;2758;2838;3439;3254;3230;3289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duv;0;-0,005;0;0;0,036;0;0;0,05;0,038;0;0;0;0;0;0;0;0;0;0;0,038;0,014;0,008;0,04;0;0;0;0;0;0;0;0,034;-0,005;0;0,009;0,003;0,008;0,001;-0,002;0,009;0,006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE1931 2°);23,1;20,6;25,3;37;40,4;41,3;41;40,4;39,1;36,3;33,9;37;38,5;38,5;38;37,1;36,3;35,9;34,8;34,8;34,5;35,7;35,8;36,2;36,9;36,9;36,7;36,2;37;35,1;34,2;31,1;30;31,9;24;28,6;26;20,9;25,8;24,9;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE1964 10°);23;21,4;29,3;38,3;40,1;40,5;40,1;39,1;36,8;33,4;35,6;38,2;38,5;38;37,3;36,5;35,8;35,6;34,6;34,9;34,7;35,9;35,9;36;36,7;36,5;36,4;35,7;36,8;34,9;33,7;30,9;29,8;32,2;24,1;28,6;26,4;21;26;25;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (Judd-Vos 1978 2°);22,8;18,4;32,8;39;40,5;40,8;40,4;39,7;38,3;35,7;33,7;37;38,5;38,5;37,9;37,1;36,3;35,9;34,8;34,8;34,5;35,6;35,8;36,1;36,8;36,7;36,7;36,1;36,9;35,1;34,1;31,3;29,9;32;24,1;28,4;26,6;21,3;26,2;25,1;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE2006 2° Schanda-Csuti mod.);22,9;19,9;35,6;39,9;40,7;40,8;40,2;39,2;36,9;33;35,6;38;38,6;38,3;37,8;37,2;36,4;36,1;34,9;35;34,6;35,8;35,9;36,1;36,9;36,7;36,6;36,1;37;35,2;34,1;31,5;29,9;32,8;24,8;28,8;27,5;21,6;26,7;25,5;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE2006 2°);23,2;20,5;30,3;38,6;40,2;40,6;40,3;39,5;37,7;34,6;34,6;37,6;38,5;38,3;37,8;37,1;36,3;36;34,9;34,9;34,6;35,7;35,9;36,1;36,8;36,7;36,5;35,9;36,9;35,1;34;31,3;30;32,3;24,3;28,7;26,7;21,3;26,2;25,2;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE2006 10°);23,2;21,7;28,6;38,1;39,9;40,3;39,9;38,9;36,4;33,3;35,9;38,3;38,6;38;37,5;36,7;35,9;35,6;34,6;34,9;34,7;35,9;36;36,1;36,8;36,6;36,5;35,8;36,8;34,9;33,8;31;29,9;32,4;24,3;28,8;26,6;21,2;26,1;25,1;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE2006 2° TU Ilmenau mod.);23,1;18,8;33,6;39,3;40,4;40,7;40,2;39,3;37,2;33,8;35,3;37,9;38,5;38,2;37,7;37;36,3;36;34,9;34,9;34,6;35,8;35,9;36;36,8;36,6;36,5;35,9;36,9;35,1;34;31,4;30;32,6;24,6;28,8;27,2;21,5;26,5;25,4;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dE2000 (CIE2006 10° TU Ilmenau mod.);23;19,9;32,5;39,1;40,3;40,5;39,9;38,7;35,8;33,1;36,5;38,5;38,6;38;37,4;36,7;35,9;35,7;34,6;34,9;34,7;35,9;35,9;36;36,7;36,5;36,4;35,7;36,8;35;33,7;31,2;29,9;32,7;24,7;28,8;27;21,3;26,3;25,3;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (CIE1931 2°);582,1;583,8;-556;-568,4;-569,6;428,7;441;452,2;463,6;473,5;483,5;493,6;504,4;514,4;524,6;534,5;544,2;554;564;573,6;583,3;593,1;602,8;612,7;620,8;627,7;631,4;630,9;620,1;606,9;606,7;593,1;587,5;583,9;580,8;581,6;583,2;581,9;578,9;579,8;581,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (CIE1964 10°);579,4;581;-557,4;-563,8;416,2;430,5;441,6;452,6;463,8;473,6;483,5;493,7;504,6;514,6;524,7;534,5;544,2;553,9;563,9;573,5;583,2;593;602,7;612,8;620,2;627,5;631,5;630;618,8;604,5;603,7;589,1;583,8;579,8;576,3;578,6;579,2;578,7;575,6;576,6;578,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (Judd-Vos 1978 2°);582,1;606,9;-566,4;-569,1;392,3;428,7;440,7;451,8;463,6;473,6;483,6;493,7;504,5;514,4;524,7;534,5;544,2;554;564;573,6;583,3;593,1;602,8;612,8;620,6;628,1;631,4;630,1;619,7;606,7;606,2;592,4;587,3;583,6;580,4;581,5;582,5;581,3;578,4;579,5;581,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (CIE2006 2° Schanda-Csuti mod.);582,3;-488,8;-567,8;-569,4;416,1;430,7;441,3;451,8;463,9;473,4;483,5;494,2;504,9;514,7;525;534,8;544,3;554,1;564,1;573,7;583,3;593,1;602,8;612,8;620,8;627,9;631,2;628,8;620,1;606,6;606;591,6;586,6;582,8;579,8;581,3;581,9;581,2;578,5;579,6;581,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (CIE2006 2°);582,1;584,5;-565,1;-569,3;413,5;430,1;440,9;452,2;463,7;473,6;483,5;493,7;504,6;514,5;524,8;534,7;544,2;554,1;564,1;573,7;583,3;593,1;602,8;612,8;620,9;627,6;631,5;630;620,2;606,8;606,2;592,1;586,6;583;580,1;581,4;582,5;581,5;578,8;579,8;581,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DWl [nm] (CIE2006 10°);579,4;580,6;-556,5;-563,7;415,1;431;441,7;452,7;463,8;473,6;483,5;493,7;504,6;514,5;524,7;534,6;544,1;554;564;573,5;583,2;593;602,6;612,6;620,6;626,6;629,5;626,9;617,7;603,8;603,2;588,6;583,4;579,8;576,1;578,6;579,1;578,6;575,6;576,6;578,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
